	index	stat_comp	pval_comp	fdr_comp	df.test_comp	df.dna_comp	df.rna.full_comp	df.rna.red_comp	logFC_comp	dupe_info	is_ctrl	tile_type	native_status	abs_ef	snp
711	909__WILDTYPE_SNP_INDIV	8.92352407652425	0.0028152076845795	0.0380411518258003	1.0	26.0	5.0	4.0	0.5241868659672471	909	sequence	WILDTYPE_SNP_INDIV	significant effect	0.5241868659672471	rs2278890
713	4358__WILDTYPE_SNP_INDIV	14.224300264280801	0.00016226156888208402	0.00594422342797801	1.0	26.0	5.0	4.0	0.5235767716831851	4358	sequence	WILDTYPE_SNP_INDIV	significant effect	0.5235767716831851	rs7639859
715	1160__WILDTYPE_SNP_INDIV	20.204146087549802	6.9601918495942e-06	0.00049853672665974	1.0	26.0	5.0	4.0	0.5169947252850771	1160	sequence	WILDTYPE_SNP_INDIV	significant effect	0.5169947252850771	rs62263561
717	2218__WILDTYPE_SNP_INDIV	10.0732684665318	0.00150435930499754	0.0253312993146779	1.0	26.0	5.0	4.0	0.516038616218171	2218	sequence	WILDTYPE_SNP_INDIV	significant effect	0.516038616218171	rs10067295
719	1360__WILDTYPE_SNP_INDIV	9.187103074510109	0.00243726328817848	0.0341353039476006	1.0	26.0	5.0	4.0	-0.504841898331975	1360	sequence	WILDTYPE_SNP_INDIV	significant effect	0.504841898331975	rs58377311
721	1221__WILDTYPE_SNP_INDIV	9.05372682635425	0.00262159894193026	0.0360488633877459	1.0	26.0	5.0	4.0	0.502934391902645	1221	sequence	WILDTYPE_SNP_INDIV	significant effect	0.502934391902645	rs319690
723	1283__WILDTYPE_SNP_INDIV	10.8459840033634	0.000990102520619588	0.0194733688379238	1.0	26.0	5.0	4.0	0.502620038432159	1283	sequence	WILDTYPE_SNP_INDIV	significant effect	0.502620038432159	rs28637561
725	1369__WILDTYPE_SNP_INDIV	8.855746643753259	0.0029216758232486	0.0388396738940998	1.0	26.0	5.0	4.0	0.501609368518719	1369	sequence	WILDTYPE_SNP_INDIV	significant effect	0.501609368518719	rs6793477
727	2906__WILDTYPE_SNP_INDIV	13.3412632541199	0.00025962939194731097	0.00803846098035578	1.0	26.0	5.0	4.0	0.500307312632123	2906	sequence	WILDTYPE_SNP_INDIV	significant effect	0.500307312632123	rs7567059
729	4048__WILDTYPE_SNP_INDIV	9.895828768744199	0.00165653829303449	0.0272250933844949	1.0	26.0	5.0	4.0	0.49980769069558	4048	sequence	WILDTYPE_SNP_INDIV	significant effect	0.49980769069558	rs112736802
731	4620__CONTROL_SNP_INDIV	13.599652647581001	0.000226227381025821	0.00729299548127506	1.0	101.0	5.0	4.0	0.499346258337865	4620	sequence	CONTROL_SNP_INDIV	significant effect	0.499346258337865	rsFakeAldoB102
733	4268__WILDTYPE_SNP_INDIV	8.52487282015318	0.0035032523082372	0.0443234695611825	1.0	26.0	5.0	4.0	-0.498845681310241	4268	sequence	WILDTYPE_SNP_INDIV	significant effect	0.498845681310241	rs1716643
735	1664__WILDTYPE_SNP_INDIV	9.48953104760767	0.0020664763315904103	0.0308941430383251	1.0	26.0	5.0	4.0	0.49809034690921394	1664	sequence	WILDTYPE_SNP_INDIV	significant effect	0.49809034690921394	rs80260075
737	1611__WILDTYPE_SNP_INDIV	8.856310231715721	0.0029207738573171697	0.0388396738940998	1.0	26.0	5.0	4.0	0.49742625365943394	1611	sequence	WILDTYPE_SNP_INDIV	significant effect	0.49742625365943394	rs9822496
739	1564__WILDTYPE_SNP_INDIV	12.145925562920198	0.0004919522125557321	0.0125578652556115	1.0	26.0	5.0	4.0	0.49733945528787604	1564	sequence	WILDTYPE_SNP_INDIV	significant effect	0.49733945528787604	rs62434109
741	3935__WILDTYPE_SNP_INDIV	9.482465353918089	0.00207445013082885	0.0309170378194027	1.0	26.0	5.0	4.0	0.487978229732474	3935	sequence	WILDTYPE_SNP_INDIV	significant effect	0.487978229732474	rs74482513
743	1830__WILDTYPE_SNP_INDIV	11.7020183796517	0.000624323400293173	0.0146152585268631	1.0	26.0	5.0	4.0	0.484054685698726	1830	sequence	WILDTYPE_SNP_INDIV	significant effect	0.484054685698726	rs11712278
745	82__WILDTYPE_SNP_INDIV	13.9273511525716	0.000190013293699771	0.0064216464539802705	1.0	26.0	5.0	4.0	-0.48351655179073794	82	sequence	WILDTYPE_SNP_INDIV	significant effect	0.48351655179073794	rs11409108
747	1786__WILDTYPE_SNP_INDIV	9.30605131906987	0.0022839820599645897	0.0333155924187541	1.0	26.0	5.0	4.0	0.47930139949153105	1786	sequence	WILDTYPE_SNP_INDIV	significant effect	0.47930139949153105	rs13099869
749	4625__CONTROL_SNP_INDIV	33.8633002456463	5.91235175145143e-09	1.09128369443136e-06	1.0	101.0	5.0	4.0	0.478453374925765	4625	sequence	CONTROL_SNP_INDIV	significant effect	0.478453374925765	rs6445040
751	3219__WILDTYPE_SNP_INDIV	10.9099196596108	0.0009565067380973981	0.0191261493172059	1.0	26.0	5.0	4.0	-0.477680907717368	3219	sequence	WILDTYPE_SNP_INDIV	significant effect	0.477680907717368	rs28578439
753	4426__WILDTYPE_SNP_INDIV	12.5328923681709	0.000399850376591699	0.0109650397557918	1.0	26.0	5.0	4.0	0.4757843888309529	4426	sequence	WILDTYPE_SNP_INDIV	significant effect	0.4757843888309529	rs115702638
755	2643__WILDTYPE_SNP_INDIV	12.339390262496199	0.000443499855283445	0.0117588718536202	1.0	26.0	5.0	4.0	0.4684201058171029	2643	sequence	WILDTYPE_SNP_INDIV	significant effect	0.4684201058171029	rs11149822
757	4234__WILDTYPE_SNP_INDIV	14.3516537428404	0.000151646435886528	0.00563574366910433	1.0	26.0	5.0	4.0	0.46704847236009295	4234	sequence	WILDTYPE_SNP_INDIV	significant effect	0.46704847236009295	rs73069240
759	4627__CONTROL_SNP_INDIV	12.3474269213293	0.000441594696088475	0.0117588718536202	1.0	101.0	5.0	4.0	0.46204448488435707	4627	sequence	CONTROL_SNP_INDIV	significant effect	0.46204448488435707	rs60002611
761	4490__WILDTYPE_SNP_INDIV	11.504102769567499	0.000694427420423187	0.0155726971523873	1.0	26.0	5.0	4.0	0.461024294315145	4490	sequence	WILDTYPE_SNP_INDIV	significant effect	0.461024294315145	rs145010450
763	2883__WILDTYPE_SNP_INDIV	10.283481074374802	0.00134226469932589	0.024125574127583996	1.0	26.0	5.0	4.0	0.460777885707106	2883	sequence	WILDTYPE_SNP_INDIV	significant effect	0.460777885707106	rs2692937
765	1718__WILDTYPE_SNP_INDIV	9.029222606081019	0.00265697451188325	0.0363271244516459	1.0	26.0	5.0	4.0	-0.458146735536372	1718	sequence	WILDTYPE_SNP_INDIV	significant effect	0.458146735536372	rs74727121
767	3188__WILDTYPE_SNP_INDIV	20.3449064846645	6.46649895943066e-06	0.00047742659240473495	1.0	26.0	5.0	4.0	0.4538441940793979	3188	sequence	WILDTYPE_SNP_INDIV	significant effect	0.4538441940793979	rs143112823
769	3156__WILDTYPE_SNP_INDIV	9.28304079170266	0.0023128516427905104	0.0336344697992474	1.0	26.0	5.0	4.0	0.4504057146702729	3156	sequence	WILDTYPE_SNP_INDIV	significant effect	0.4504057146702729	rs693147
771	1247__WILDTYPE_SNP_INDIV	8.67328154271627	0.00322909202817408	0.0416061519330347	1.0	26.0	5.0	4.0	0.44341483239181506	1247	sequence	WILDTYPE_SNP_INDIV	significant effect	0.44341483239181506	rs6772396
773	1278__WILDTYPE_SNP_INDIV	17.8934108612343	2.33628589848445e-05	0.00131387629442087	1.0	26.0	5.0	4.0	0.44112446252345705	1278	sequence	WILDTYPE_SNP_INDIV	significant effect	0.44112446252345705	rs9860485
775	716__WILDTYPE_SNP_INDIV	9.21904022772333	0.00239511072100754	0.0339060069324931	1.0	26.0	5.0	4.0	0.4392822287560179	716	sequence	WILDTYPE_SNP_INDIV	significant effect	0.4392822287560179	rs12406282
777	2424__WILDTYPE_SNP_INDIV	8.498706006779681	0.0035539914169938898	0.0445734988264837	1.0	26.0	5.0	4.0	0.43581278365224196	2424	sequence	WILDTYPE_SNP_INDIV	significant effect	0.43581278365224196	rs72865186
779	1146__WILDTYPE_SNP_INDIV	11.1308494645691	0.000849036995562908	0.0176386516956987	1.0	26.0	5.0	4.0	0.413717631567124	1146	sequence	WILDTYPE_SNP_INDIV	significant effect	0.413717631567124	rs6792737
781	3351__WILDTYPE_SNP_INDIV	11.4775639970239	0.000704413986550698	0.0157231754486363	1.0	26.0	5.0	4.0	0.40859542363295703	3351	sequence	WILDTYPE_SNP_INDIV	significant effect	0.40859542363295703	rs633880
783	4600__WILDTYPE_SNP_INDIV	8.88320079152345	0.00287806526265145	0.0386886139928972	1.0	26.0	5.0	4.0	0.39635364392494	4600	sequence	WILDTYPE_SNP_INDIV	significant effect	0.39635364392494	rs79866394
785	2079__WILDTYPE_SNP_INDIV	9.81693761134602	0.00172912012512988	0.0280339441908726	1.0	26.0	5.0	4.0	-0.3858704171674339	2079	sequence	WILDTYPE_SNP_INDIV	significant effect	0.3858704171674339	rs3900941
787	2680__WILDTYPE_SNP_INDIV	8.76033415478196	0.00307852639189526	0.0404595535383209	1.0	26.0	5.0	4.0	-0.375650554458196	2680	sequence	WILDTYPE_SNP_INDIV	significant effect	0.375650554458196	rs12599361
789	1987__WILDTYPE_SNP_INDIV	9.69991026304433	0.0018427701041729102	0.0288060382082273	1.0	26.0	5.0	4.0	0.372652454900109	1987	sequence	WILDTYPE_SNP_INDIV	significant effect	0.372652454900109	rs114577122
791	2420__WILDTYPE_SNP_INDIV	13.7388560548343	0.000210063392171818	0.00690475492488051	1.0	26.0	5.0	4.0	-0.347462026842838	2420	sequence	WILDTYPE_SNP_INDIV	significant effect	0.347462026842838	rs60125415
793	3691__WILDTYPE_SNP_INDIV	8.420538556378231	0.0037100588270785897	0.0461258350029797	1.0	26.0	5.0	4.0	-0.32131171800577196	3691	sequence	WILDTYPE_SNP_INDIV	significant effect	0.32131171800577196	rs7551554
