query family beginR
chr4:120455406:120455541_1 MER1B DNA/hAT-Charlie
chr4:120455415:120455550 MER1B DNA/hAT-Charlie
chr4:120455415:120455550_1 MER1B DNA/hAT-Charlie
chr4:120455416:120455551 MER1B DNA/hAT-Charlie
chr4:120455416:120455551_1 MER1B DNA/hAT-Charlie
chr4:120496423:120496558 L1P1 LINE/L1
chr4:120496423:120496558_1 L1P1 LINE/L1
chr4:120497365:120497500 L1P1 LINE/L1
chr4:120497365:120497500_1 L1P1 LINE/L1
chr4:120498066:120498201 L1P1 LINE/L1
chr4:120498066:120498201_1 L1P1 LINE/L1
chr4:120498212:120498347 L1P1 LINE/L1
chr4:120498212:120498347_1 L1P1 LINE/L1
chr4:120498579:120498714 L1P1 LINE/L1
chr4:120498579:120498714_1 L1P1 LINE/L1
chr4:120499588:120499723 L1P1 LINE/L1
chr4:120499588:120499723_1 L1P1 LINE/L1
chr4:120503823:120503958 Tigger1 DNA/TcMar-Tigger
chr4:120503823:120503958_1 Tigger1 DNA/TcMar-Tigger
chr4:120506085:120506220 AluY SINE/Alu
chr4:120506085:120506220_1 AluY SINE/Alu
chr4:120509211:120509346 (T)n Simple_repeat
chr4:120509211:120509346_1 (T)n Simple_repeat
chr4:120513162:120513297 AluSx SINE/Alu
chr4:120513162:120513297_1 AluSx SINE/Alu
chr4:120516529:120516664 MLT2B2 LTR/ERVL
chr4:120516529:120516664_1 MLT2B2 LTR/ERVL
chr4:120533155:120533290 MLT1A0 LTR/ERVL-MaLR
chr4:120533155:120533290_1 MLT1A0 LTR/ERVL-MaLR
chr4:120542759:120542894 (AGAT)n Simple_repeat
chr4:120542759:120542894_1 (AGAT)n Simple_repeat
chr4:120554646:120554781 L1M5 LINE/L1
chr4:120554646:120554781_1 L1M5 LINE/L1
chr4:120555628:120555763 L1ME2z LINE/L1
chr4:120555628:120555763_1 L1ME2z LINE/L1
chr4:120556946:120557081 L1MC4 LINE/L1
chr4:120556946:120557081_1 L1MC4 LINE/L1
chr4:156614116:156614251 AluSx SINE/Alu
chr4:156614116:156614251_1 AluSx SINE/Alu
chr4:156614119:156614254 AluSx SINE/Alu
chr4:156614119:156614254_1 AluSx SINE/Alu
chr4:156615336:156615471 SVA_A Retroposon/SVA
chr4:156615336:156615471_1 SVA_A Retroposon/SVA
chr4:156626520:156626655 AluSx SINE/Alu
chr4:156626520:156626655_1 AluSx SINE/Alu
chr4:156645445:156645580 L2 LINE/L2
chr4:156645445:156645580_1 L2 LINE/L2
chr4:156659751:156659886 L1MA8 LINE/L1
chr4:156659751:156659886_1 L1MA8 LINE/L1
chr4:156666151:156666286 MLT2B1 LTR/ERVL
chr4:156666151:156666286_1 MLT2B1 LTR/ERVL
chr4:156676607:156676742 AluY SINE/Alu
chr4:156676607:156676742_1 AluY SINE/Alu
chr4:156676841:156676976 AluY SINE/Alu
chr4:156676841:156676976_1 AluY SINE/Alu
chr4:169682766:169682901 (T)n Simple_repeat
chr4:169682766:169682901 AluJb SINE/Alu
chr4:169682766:169682901_1 (TTG)n Simple_repeat
chr4:169682766:169682901_1 (T)n Simple_repeat
chr4:169682766:169682901_1 AluJb SINE/Alu
chr4:169688000:169688135 L3 LINE/CR1
chr4:169688000:169688135_1 L3 LINE/CR1
chr4:169688001:169688136 L3 LINE/CR1
chr4:169688001:169688136_1 L3 LINE/CR1
chr4:169689955:169690090 AluY SINE/Alu
chr4:169689955:169690090 AluSx SINE/Alu
chr4:169689955:169690090_1 AluY SINE/Alu
chr4:169689955:169690090_1 SVA_E Retroposon/SVA
chr4:169691990:169692125 AluSx SINE/Alu
chr4:169691990:169692125_1 AluSx SINE/Alu
chr4:169692017:169692152 AluSx SINE/Alu
chr4:169692017:169692152_1 AluSx SINE/Alu
chr4:169692168:169692303 7SLRNA srpRNA
chr4:169692168:169692303_1 7SLRNA srpRNA
chr4:169693276:169693411 MIR SINE/MIR
chr4:169693276:169693411_1 MIR SINE/MIR
chr4:169693285:169693420 MIR SINE/MIR
chr4:169693285:169693420_1 MIR SINE/MIR
chr4:169701840:169701975 AluSx SINE/Alu
chr4:169701840:169701975_1 AluSx SINE/Alu
chr4:169701923:169702058 AluSx SINE/Alu
chr4:169701923:169702058_1 AluSx SINE/Alu
chr4:169704159:169704294 (TG)n Simple_repeat
chr4:169704159:169704294_1 (TG)n Simple_repeat
chr4:169705447:169705582 A-rich Low_complexity
chr4:169705447:169705582 GA-rich Low_complexity
chr4:169705447:169705582_1 A-rich Low_complexity
chr4:169714228:169714363 (TA)n Simple_repeat
chr4:169714228:169714363_1 (TA)n Simple_repeat
chr4:169714252:169714387 (TA)n Simple_repeat
chr4:169714252:169714387_1 (TA)n Simple_repeat
chr4:169715593:169715728 (CA)n Simple_repeat
chr4:169715593:169715728_1 (CACA)n Simple_repeat
chr4:169717080:169717215 L1MA1 LINE/L1
chr4:169717080:169717215_1 L1MA1 LINE/L1
chr4:54800691:54800826 L1P2 LINE/L1
chr4:54800691:54800826_1 L1P2 LINE/L1
chr4:54801160:54801295 L1PA4 LINE/L1
chr4:54801160:54801295_1 L1PA4 LINE/L1
chr4:81167241:81167376 L1M3 LINE/L1
chr4:81167241:81167376_1 L1M3 LINE/L1
chr4:81169844:81169979 AluJb SINE/Alu
chr4:81169844:81169979_1 AluJb SINE/Alu
chr4:81170407:81170542 (T)n Simple_repeat
chr4:81170407:81170542_1 (T)n Simple_repeat
chr4:81182486:81182621 AluJb SINE/Alu
chr4:81182486:81182621_1 AluJb SINE/Alu
chr5:127803748:127803883 L1MB8 LINE/L1
chr5:127803748:127803883_1 L1MB8 LINE/L1
chr5:127805074:127805209 AluY SINE/Alu
chr5:127805074:127805209_1 AluY SINE/Alu
chr5:127815059:127815194 (AT)n Simple_repeat
chr5:127815059:127815194 MIR SINE/MIR
chr5:127815059:127815194_1 (AT)n Simple_repeat
chr5:127815059:127815194_1 MIR SINE/MIR
chr5:127816001:127816136 MIR SINE/MIR
chr5:127816001:127816136_1 MIR SINE/MIR
chr5:127862527:127862662 L1MB3 LINE/L1
chr5:127862527:127862662_1 L1MB3 LINE/L1
chr5:148348327:148348462 LTR89B LTR/ERVL
chr5:148348327:148348462_1 LTR89B LTR/ERVL
chr5:148355241:148355376 L1P1 LINE/L1
chr5:148355241:148355376_1 L1P1 LINE/L1
chr5:148355532:148355667 L1PA4 LINE/L1
chr5:148355532:148355667_1 L1PA4 LINE/L1
chr5:148355630:148355765 L1PA4 LINE/L1
chr5:148355630:148355765_1 L1PA4 LINE/L1
chr5:148355918:148356053 L1PA3 LINE/L1
chr5:148355918:148356053_1 L1PA3 LINE/L1
chr5:148359385:148359520 (TC)n Simple_repeat
chr5:148359385:148359520_1 (TC)n Simple_repeat
chr5:148360167:148360302 (TTG)n Simple_repeat
chr5:148360167:148360302_1 (TTG)n Simple_repeat
chr5:148363743:148363878 L1M3d LINE/L1
chr5:148363743:148363878_1 L1M3d LINE/L1
chr5:148377514:148377649 L3 LINE/CR1
chr5:148377514:148377649_1 L3 LINE/CR1
chr5:148377770:148377905 (ACA)n Simple_repeat
chr5:148377770:148377905_1 (ACA)n Simple_repeat
chr5:148382897:148383032 MLT1F2 LTR/ERVL-MaLR
chr5:148382897:148383032_1 MLT1F2 LTR/ERVL-MaLR
chr5:148383344:148383479 AluJb SINE/Alu
chr5:148383344:148383479_1 AluJb SINE/Alu
chr5:148385546:148385681 AluJb SINE/Alu
chr5:148385546:148385681_1 AluJb SINE/Alu
chr5:148385869:148386004 ORSL-2a DNA/hAT-Tip100
chr5:148385869:148386004_1 ORSL-2a DNA/hAT-Tip100
chr5:148385870:148386005 ORSL-2a DNA/hAT-Tip100
chr5:148385870:148386005_1 ORSL-2a DNA/hAT-Tip100
chr5:148385871:148386006 ORSL-2a DNA/hAT-Tip100
chr5:148385871:148386006_1 ORSL-2a DNA/hAT-Tip100
chr5:148385872:148386007 ORSL-2a DNA/hAT-Tip100
chr5:148385872:148386007_1 ORSL-2a DNA/hAT-Tip100
chr5:148389130:148389265 (AATA)n Simple_repeat
chr5:148389130:148389265_1 (AATA)n Simple_repeat
chr5:148390227:148390362 MER113A DNA/hAT-Charlie
chr5:148390227:148390362_1 MER113A DNA/hAT-Charlie
chr5:148391072:148391207 MIRb SINE/MIR
chr5:148391072:148391207_1 MIRb SINE/MIR
chr5:148392497:148392632 MIR SINE/MIR
chr5:148392497:148392632_1 MIR SINE/MIR
chr5:148397554:148397689 MER58B DNA/hAT-Charlie
chr5:148397554:148397689_1 MER58B DNA/hAT-Charlie
chr5:148400356:148400491 L1M4 LINE/L1
chr5:148400356:148400491_1 L1M4 LINE/L1
chr5:148403360:148403495 7SLRNA srpRNA
chr5:148403360:148403495_1 7SLRNA srpRNA
chr5:157811867:157812002 MLT1J LTR/ERVL-MaLR
chr5:157811867:157812002_1 MLT1J LTR/ERVL-MaLR
chr5:157813080:157813215 L1ME4a LINE/L1
chr5:157813080:157813215_1 L1ME4a LINE/L1
chr5:157813770:157813905 L1PA6 LINE/L1
chr5:157813770:157813905_1 L1PA6 LINE/L1
chr5:157814160:157814295 MER30 DNA/hAT-Charlie
chr5:157814160:157814295_1 MER30 DNA/hAT-Charlie
chr5:157816059:157816194 MER33 DNA/hAT-Charlie
chr5:157816059:157816194_1 MER33 DNA/hAT-Charlie
chr5:157816074:157816209 MER33 DNA/hAT-Charlie
chr5:157816074:157816209_1 MER33 DNA/hAT-Charlie
chr5:157816275:157816410 Charlie5 DNA/hAT-Charlie
chr5:157816275:157816410_1 Charlie5 DNA/hAT-Charlie
chr5:157816924:157817059 MLT2A2 LTR/ERVL
chr5:157816924:157817059_1 MLT2A2 LTR/ERVL
chr5:157817225:157817360 L2b LINE/L2
chr5:157817225:157817360_1 L2c LINE/L2
chr5:157819923:157820058 MER58A DNA/hAT-Charlie
chr5:157819923:157820058_1 MER58A DNA/hAT-Charlie
chr5:157822046:157822181 L1MD3 LINE/L1
chr5:157822046:157822181_1 L1MD3 LINE/L1
chr5:157829504:157829639 (CAAA)n Simple_repeat
chr5:157829504:157829639_1 (CAAA)n Simple_repeat
chr5:157844037:157844172 MamRep1879 DNA/hAT-Tip100
chr5:157844037:157844172_1 MamRep1879 DNA/hAT-Tip100
chr5:157859948:157860083 (TG)n Simple_repeat
chr5:157859948:157860083 (CTGT)n Simple_repeat
chr5:157859948:157860083_1 (TG)n Simple_repeat
chr5:157868063:157868198 L1P3 LINE/L1
chr5:157868063:157868198_1 L1P3 LINE/L1
chr5:157869994:157870129 L1P2 LINE/L1
chr5:157869994:157870129_1 L1P2 LINE/L1
chr5:173301359:173301494 L1ME3C LINE/L1
chr5:173301359:173301494_1 L1ME3G LINE/L1
chr5:173301914:173302049 AluSx SINE/Alu
chr5:173301914:173302049_1 AluSx SINE/Alu
chr5:173303324:173303459 AluJb SINE/Alu
chr5:173303324:173303459_1 AluJb SINE/Alu
chr5:173305990:173306125 A-rich Low_complexity
chr5:173305990:173306125_1 (AATAC)n Simple_repeat
chr5:173312662:173312797 THE1D LTR/ERVL-MaLR
chr5:173312662:173312797_1 THE1D LTR/ERVL-MaLR
chr5:173312824:173312959 THE1D LTR/ERVL-MaLR
chr5:173312824:173312959_1 THE1D LTR/ERVL-MaLR
chr5:173315348:173315483 (GGC)n Simple_repeat
chr5:173315348:173315483_1 (GGC)n Simple_repeat
chr5:173318186:173318321 (AT)n Simple_repeat
chr5:173318186:173318321_1 (AT)n Simple_repeat
chr5:173331783:173331918 7SLRNA srpRNA
chr5:173331783:173331918_1 7SLRNA srpRNA
chr5:173334151:173334286 AluSx SINE/Alu
chr5:173334151:173334286_1 AluSx SINE/Alu
chr5:173336724:173336859 AluSx SINE/Alu
chr5:173336724:173336859_1 AluSx SINE/Alu
chr5:173339154:173339289 MIRc SINE/MIR
chr5:173339154:173339289_1 MIRc SINE/MIR
chr5:173339463:173339598 SVA_A Retroposon/SVA
chr5:173339463:173339598 7SLRNA srpRNA
chr5:173339463:173339598_1 SVA_A Retroposon/SVA
chr5:173339463:173339598_1 7SLRNA srpRNA
chr5:173340428:173340563 AluSx SINE/Alu
chr5:173340428:173340563_1 AluSx SINE/Alu
chr5:173348088:173348223 Charlie23a DNA/hAT-Charlie
chr5:173348088:173348223_1 Charlie23a DNA/hAT-Charlie
chr5:173349336:173349471 AluJb SINE/Alu
chr5:173349336:173349471_1 AluJb SINE/Alu
chr5:173349772:173349907 L2a LINE/L2
chr5:173349772:173349907_1 L2a LINE/L2
chr5:173356570:173356705 AluJb SINE/Alu
chr5:173356570:173356705_1 AluJb SINE/Alu
chr5:173356680:173356815 (AAT)n Simple_repeat
chr5:173356680:173356815_1 (AAT)n Simple_repeat
chr5:173356684:173356819 (AAT)n Simple_repeat
chr5:173356684:173356819_1 (AAT)n Simple_repeat
chr5:173357138:173357273 AluSx SINE/Alu
chr5:173357138:173357273_1 AluSx SINE/Alu
chr5:173357742:173357877 AluY SINE/Alu
chr5:173357742:173357877_1 AluY SINE/Alu
chr5:173365242:173365377 AluSx SINE/Alu
chr5:173365242:173365377_1 AluSx SINE/Alu
chr5:173365380:173365515 AluSx SINE/Alu
chr5:173365380:173365515_1 AluSx SINE/Alu
chr5:173367518:173367653 L1ME3A LINE/L1
chr5:173367518:173367653_1 L1ME3A LINE/L1
chr5:173372557:173372692 L2a LINE/L2
chr5:173372557:173372692_1 L2a LINE/L2
chr5:173374587:173374722 L1MC4 LINE/L1
chr5:173374587:173374722_1 L1MC4 LINE/L1
chr5:173374692:173374827 L1MC4a LINE/L1
chr5:173374692:173374827_1 L1MC4a LINE/L1
chr5:173375189:173375324 L1MC4 LINE/L1
chr5:173375189:173375324_1 L1MC4 LINE/L1
chr5:173377568:173377703 (AAAAT)n Simple_repeat
chr5:173377568:173377703_1 (AAAAT)n Simple_repeat
chr5:173380866:173381001 Charlie10a DNA/hAT-Charlie
chr5:173380866:173381001_1 Charlie10a DNA/hAT-Charlie
chr5:173392330:173392465 A-rich Low_complexity
chr5:173392330:173392465_1 A-rich Low_complexity
chr5:32699518:32699653 L1PA8 LINE/L1
chr5:32699518:32699653_1 L1PA8 LINE/L1
chr5:32708034:32708169 A-rich Low_complexity
chr5:32708034:32708169_1 A-rich Low_complexity
chr5:32716406:32716541 HAL1 LINE/L1
chr5:32716406:32716541_1 HAL1 LINE/L1
chr5:32814960:32815095 THE1A LTR/ERVL-MaLR
chr5:32814960:32815095_1 THE1A LTR/ERVL-MaLR
chr5:32820484:32820619 MLT1E1A LTR/ERVL-MaLR
chr5:32820484:32820619_1 MLT1E1A LTR/ERVL-MaLR
chr5:32820485:32820620 MLT1E1A LTR/ERVL-MaLR
chr5:32820485:32820620_1 MLT1E1A LTR/ERVL-MaLR
chr5:32828778:32828913 L3 LINE/CR1
chr5:32828778:32828913_1 L3 LINE/CR1
chr5:32829907:32830042 THE1C LTR/ERVL-MaLR
chr5:32829907:32830042_1 THE1C LTR/ERVL-MaLR
chr5:32830453:32830588 (TGTGA)n Simple_repeat
chr5:32830453:32830588_1 (TGTGA)n Simple_repeat
chr5:77827959:77828094 AluJb SINE/Alu
chr5:77827959:77828094_1 AluJb SINE/Alu
chr5:77828193:77828328_1 MLT1J LTR/ERVL-MaLR
chr5:77834759:77834894 MSTA1 LTR/ERVL-MaLR
chr5:77834759:77834894_1 MSTA1 LTR/ERVL-MaLR
chr5:77840507:77840642 (AC)n Simple_repeat
chr5:77840507:77840642_1 (AC)n Simple_repeat
chr5:77841175:77841310 MER135 DNA
chr5:77843753:77843888 X17_LINE LINE/CR1
chr5:77843753:77843888_1 X17_LINE LINE/CR1
chr5:77843808:77843943 X17_LINE LINE/CR1
chr5:77843808:77843943_1 X17_LINE LINE/CR1
chr5:77845079:77845214 MLT1H LTR/ERVL-MaLR
chr5:77845079:77845214_1 MLT1H LTR/ERVL-MaLR
chr5:77846319:77846454 (TTTA)n Simple_repeat
chr5:77846319:77846454 7SLRNA srpRNA
chr5:77846319:77846454_1 (TTTA)n Simple_repeat
chr5:77846319:77846454_1 7SLRNA srpRNA
chr5:77846472:77846607 AluSx SINE/Alu
chr5:77846472:77846607_1 AluSx SINE/Alu
chr5:77846486:77846621 AluSx SINE/Alu
chr5:77846486:77846621_1 AluSx SINE/Alu
chr5:77846615:77846750 AluSx SINE/Alu
chr5:77846615:77846750_1 AluSx SINE/Alu
chr5:77847889:77848024 LTR29 LTR/ERV1
chr5:77847889:77848024 AluSx SINE/Alu
chr5:77847889:77848024_1 LTR29 LTR/ERV1
chr5:77847889:77848024_1 AluSx SINE/Alu
chr5:77848070:77848205 AluY SINE/Alu
chr5:77848070:77848205_1 AluY SINE/Alu
chr5:77858359:77858494 AluSx SINE/Alu
chr5:77858359:77858494_1 AluSx SINE/Alu
chr5:77859241:77859376 AluSx SINE/Alu
chr5:77859241:77859376_1 AluSx SINE/Alu
chr5:77862320:77862455 AluSx SINE/Alu
chr5:77862320:77862455_1 AluSx SINE/Alu
chr5:77866345:77866480 (AT)n Simple_repeat
chr5:77866345:77866480_1 (AT)n Simple_repeat
chr5:77868266:77868401 (TA)n Simple_repeat
chr5:77868266:77868401_1 (TA)n Simple_repeat
chr5:77868286:77868421 (AT)n Simple_repeat
chr5:77868286:77868421_1 (AT)n Simple_repeat
chr5:77870909:77871044 Charlie15a DNA/hAT-Charlie
chr5:77870909:77871044_1 Charlie15a DNA/hAT-Charlie
chr5:77874375:77874510 (CA)n Simple_repeat
chr5:77874375:77874510_1 (CA)n Simple_repeat
chr5:77875664:77875799 L1P2 LINE/L1
chr5:77875664:77875799_1 L1P2 LINE/L1
chr5:77875672:77875807 L1P2 LINE/L1
chr5:77875672:77875807_1 L1P2 LINE/L1
chr5:77876256:77876391 L1P1 LINE/L1
chr5:77876256:77876391_1 L1P1 LINE/L1
chr5:77876373:77876508 L1P1 LINE/L1
chr5:77876373:77876508_1 L1P1 LINE/L1
chr5:77876729:77876864 L1P1 LINE/L1
chr5:77876729:77876864_1 L1P1 LINE/L1
chr5:77876816:77876951 L1P1 LINE/L1
chr5:77876816:77876951_1 L1P1 LINE/L1
chr5:77877293:77877428 L1P1 LINE/L1
chr5:77877293:77877428_1 L1P1 LINE/L1
chr5:77878640:77878775 L1P1 LINE/L1
chr5:77878640:77878775_1 L1P1 LINE/L1
chr5:77879166:77879301 L1HS LINE/L1
chr5:77879166:77879301_1 L1HS LINE/L1
chr5:77880264:77880399 L1HS LINE/L1
chr5:77880264:77880399_1 L1HS LINE/L1
chr5:77880323:77880458 L1HS LINE/L1
chr5:77880323:77880458_1 L1HS LINE/L1
chr5:77880368:77880503 L1HS LINE/L1
chr5:77880368:77880503_1 L1HS LINE/L1
chr5:77881992:77882127 MIRb SINE/MIR
chr5:77881992:77882127_1 MIRb SINE/MIR
chr5:77882022:77882157 MIRb SINE/MIR
chr5:77882022:77882157_1 MIRb SINE/MIR
chr5:77884722:77884857 MIRb SINE/MIR
chr5:77884722:77884857_1 MIRb SINE/MIR
chr5:77885088:77885223 AluSx SINE/Alu
chr5:77885088:77885223_1 AluSx SINE/Alu
chr5:77891425:77891560 AluJb SINE/Alu
chr5:77891425:77891560_1 AluJb SINE/Alu
chr5:77892572:77892707 hAT-1_Mam DNA/hAT-Tag1
chr5:77892572:77892707_1 hAT-1_Mam DNA/hAT-Tag1
chr5:77893902:77894037 MER119 DNA/hAT-Charlie
chr5:77893902:77894037_1 MER119 DNA/hAT-Charlie
chr5:77895149:77895284 AluSx SINE/Alu
chr5:77895149:77895284_1 AluSx SINE/Alu
chr5:77895230:77895365 AluSx SINE/Alu
chr5:77895230:77895365_1 AluSx SINE/Alu
chr5:77896420:77896555 AluSx SINE/Alu
chr5:77896420:77896555_1 AluSx SINE/Alu
chr5:77902482:77902617 AluSx SINE/Alu
chr5:77902482:77902617_1 AluSx SINE/Alu
chr5:77904458:77904593 AluJb SINE/Alu
chr5:77904458:77904593_1 AluJb SINE/Alu
chr6:118572418:118572553 L1MB1 LINE/L1
chr6:118572418:118572553_1 L1MB1 LINE/L1
chr6:118575534:118575669 AluJb SINE/Alu
chr6:118575534:118575669_1 AluJb SINE/Alu
chr6:118576402:118576537 MIRb SINE/MIR
chr6:118576402:118576537 L2c LINE/L2
chr6:118576402:118576537 MIR SINE/MIR
chr6:118576402:118576537_1 MIRc SINE/MIR
chr6:118576402:118576537_1 L2c LINE/L2
chr6:118576402:118576537_1 MIR SINE/MIR
chr6:118601912:118602047 AluSx SINE/Alu
chr6:118601912:118602047_1 AluSx SINE/Alu
chr6:118610114:118610249 L1MD1 LINE/L1
chr6:118610114:118610249_1 L1MD1 LINE/L1
chr6:118611303:118611438 (ATAATTT)n Simple_repeat
chr6:118611360:118611495 (ATAATTT)n Simple_repeat
chr6:121771553:121771688 AluSx SINE/Alu
chr6:121771553:121771688_1 AluSx SINE/Alu
chr6:121777053:121777188 AluSx SINE/Alu
chr6:121777053:121777188_1 AluSx SINE/Alu
chr6:121777059:121777194 AluSx SINE/Alu
chr6:121777059:121777194_1 AluSx SINE/Alu
chr6:121777874:121778009 AluY SINE/Alu
chr6:121777874:121778009_1 AluY SINE/Alu
chr6:121778794:121778929_1 MIRb SINE/MIR
chr6:121780325:121780460 AluY SINE/Alu
chr6:121780325:121780460_1 AluY SINE/Alu
chr6:121783226:121783361 AluSx SINE/Alu
chr6:121783226:121783361_1 AluSx SINE/Alu
chr6:121783626:121783761 (AT)n Simple_repeat
chr6:121783626:121783761 (AC)n Simple_repeat
chr6:121783626:121783761 (AT)n Simple_repeat
chr6:121783626:121783761_1 (AT)n Simple_repeat
chr6:121783626:121783761_1 (AC)n Simple_repeat
chr6:121783626:121783761_1 (AT)n Simple_repeat
chr6:121783761:121783896 AluJb SINE/Alu
chr6:121783761:121783896_1 AluJb SINE/Alu
chr6:121784846:121784981 AluSx SINE/Alu
chr6:121784846:121784981_1 AluSx SINE/Alu
chr6:121785623:121785758 L1ME4c LINE/L1
chr6:121785623:121785758_1 L1ME4c LINE/L1
chr6:127197673:127197808 MER44A DNA/TcMar-Tigger
chr6:127197673:127197808_1 MER44A DNA/TcMar-Tigger
chr6:150981248:150981383 AluSx SINE/Alu
chr6:150981248:150981383_1 AluSx SINE/Alu
chr6:150984673:150984808 (TC)n Simple_repeat
chr6:150984673:150984808 AluSx SINE/Alu
chr6:150984673:150984808_1 (TC)n Simple_repeat
chr6:150984673:150984808_1 AluSx SINE/Alu
chr6:150992302:150992437 L1P5 LINE/L1
chr6:150992302:150992437_1 L1P5 LINE/L1
chr6:150995686:150995821 (TC)n Simple_repeat
chr6:150995686:150995821_1 (TC)n Simple_repeat
chr6:150998353:150998488 (AC)n Simple_repeat
chr6:150998353:150998488_1 (AC)n Simple_repeat
chr6:150998779:150998914 AluJb SINE/Alu
chr6:150998779:150998914_1 AluJb SINE/Alu
chr6:150998785:150998920 AluJb SINE/Alu
chr6:150998785:150998920_1 AluJb SINE/Alu
chr6:150999003:150999138 (AAAT)n Simple_repeat
chr6:150999003:150999138_1 (AAAT)n Simple_repeat
chr6:150999017:150999152 (TAAA)n Simple_repeat
chr6:150999017:150999152_1 (TAAA)n Simple_repeat
chr6:151002303:151002438 AluSx SINE/Alu
chr6:151002303:151002438_1 AluSx SINE/Alu
chr6:152311469:152311604 MLT1J2 LTR/ERVL-MaLR
chr6:152311469:152311604_1 MLT1J2 LTR/ERVL-MaLR
chr6:152319435:152319570 (T)n Simple_repeat
chr6:152331974:152332109 (CTCCTT)n Simple_repeat
chr6:152331974:152332109_1 (CTCCTT)n Simple_repeat
chr6:152333036:152333171 (AC)n Simple_repeat
chr6:152333036:152333171_1 (AC)n Simple_repeat
chr6:152335168:152335303 THE1B LTR/ERVL-MaLR
chr6:152335168:152335303_1 THE1B LTR/ERVL-MaLR
chr6:152341519:152341654 AluJb SINE/Alu
chr6:152341519:152341654_1 AluJb SINE/Alu
chr6:152342711:152342846 THE1C LTR/ERVL-MaLR
chr6:152342711:152342846_1 THE1C LTR/ERVL-MaLR
chr6:152361212:152361347 HERVL-int LTR/ERVL
chr6:152361212:152361347_1 HERVL-int LTR/ERVL
chr6:152372474:152372609 (AAAACA)n Simple_repeat
chr6:152372474:152372609_1 (AAAACA)n Simple_repeat
chr6:152373094:152373229 MSTB1 LTR/ERVL-MaLR
chr6:152373094:152373229_1 MSTB1 LTR/ERVL-MaLR
chr6:152373170:152373305 MSTB LTR/ERVL-MaLR
chr6:152373170:152373305_1 MSTB LTR/ERVL-MaLR
chr6:152373244:152373379 MSTB LTR/ERVL-MaLR
chr6:152373244:152373379_1 MSTB LTR/ERVL-MaLR
chr6:152374886:152375021 L1ME4c LINE/L1
chr6:152374886:152375021_1 L1ME4c LINE/L1
chr6:152376407:152376542 L1M2 LINE/L1
chr6:152376407:152376542_1 L1M2 LINE/L1
chr6:152377033:152377168 MLT1J2 LTR/ERVL-MaLR
chr6:152377033:152377168 MIR SINE/MIR
chr6:152377033:152377168_1 MLT1J2 LTR/ERVL-MaLR
chr6:152377033:152377168_1 MIR SINE/MIR
chr6:152377112:152377247 MIR SINE/MIR
chr6:152377112:152377247_1 MIR SINE/MIR
chr6:152378748:152378883 (AC)n Simple_repeat
chr6:152378748:152378883_1 (AC)n Simple_repeat
chr6:152379827:152379962 L2b LINE/L2
chr6:152379827:152379962_1 L2b LINE/L2
chr6:152380158:152380293 L1MB8 LINE/L1
chr6:152380158:152380293_1 L1MB8 LINE/L1
chr6:152380250:152380385 L1MB8 LINE/L1
chr6:152380250:152380385_1 L1MB8 LINE/L1
chr6:152382849:152382984 (TTTTTG)n Simple_repeat
chr6:152382849:152382984_1 (TTTTTG)n Simple_repeat
chr6:152387971:152388106 MIRb SINE/MIR
chr6:152387971:152388106_1 MIRb SINE/MIR
chr6:152388805:152388940 AluSx SINE/Alu
chr6:152388805:152388940_1 AluSx SINE/Alu
chr6:152389102:152389237 Charlie29b DNA/hAT-Charlie
chr6:152389102:152389237_1 Charlie29b DNA/hAT-Charlie
chr6:152389294:152389429 Charlie29b DNA/hAT-Charlie
chr6:152389294:152389429_1 Charlie29b DNA/hAT-Charlie
chr6:152389597:152389732 MER5B DNA/hAT-Charlie
chr6:152389597:152389732_1 MER5B DNA/hAT-Charlie
chr6:152392644:152392779 MIR SINE/MIR
chr6:152392644:152392779_1 MIR SINE/MIR
chr6:152393044:152393179 L1M5 LINE/L1
chr6:152393044:152393179_1 L1M5 LINE/L1
chr6:152395071:152395206 L1MC1 LINE/L1
chr6:152395071:152395206_1 L1MC1 LINE/L1
chr6:152395119:152395254 L1MC1 LINE/L1
chr6:152395119:152395254_1 L1MC1 LINE/L1
chr6:152395201:152395336 L1MC1 LINE/L1
chr6:152395201:152395336_1 L1MC1 LINE/L1
chr6:152395280:152395415 L1MC1 LINE/L1
chr6:152395280:152395415_1 L1MC1 LINE/L1
chr6:152395467:152395602 L1MC1 LINE/L1
chr6:152395467:152395602_1 L1MC1 LINE/L1
chr6:152395506:152395641 L1MC1 LINE/L1
chr6:152395506:152395641_1 L1MC1 LINE/L1
chr6:152395702:152395837 L1MC LINE/L1
chr6:152395702:152395837_1 L1MC LINE/L1
chr6:152395895:152396030 L1MC LINE/L1
chr6:152395895:152396030_1 L1MC LINE/L1
chr6:152395897:152396032 L1MC LINE/L1
chr6:152395897:152396032_1 L1MC LINE/L1
chr6:152395945:152396080 L1MC LINE/L1
chr6:152395945:152396080_1 L1MC LINE/L1
chr6:152395968:152396103 L1M LINE/L1
chr6:152395968:152396103_1 L1M LINE/L1
chr6:152396040:152396175 L1MC LINE/L1
chr6:152396040:152396175_1 L1MC LINE/L1
chr6:152396073:152396208 L1MC LINE/L1
chr6:152396073:152396208_1 L1MC LINE/L1
chr6:152397210:152397345 THE1B LTR/ERVL-MaLR
chr6:152397210:152397345_1 THE1B LTR/ERVL-MaLR
