CHR	POS	PHENOTYPE
14	98554256	PP
14	98561246	PP
14	98594361	PP
14	98584656	PP
14	98550490	PP
14	98553667	PP
14	98592534	PP
14	98561370	PP
14	98585713	PP
14	98564099	PP
14	98578334	PP
14	98539697	PP
14	98536787	PP
14	98548710	PP
14	98588735	PP
14	98535256	PP
14	98558333	PP
14	98582576	PP
14	98535346	PP
14	98585017	PP
14	98582525	PP
14	98584787	PP
14	98550530	PP
14	98590949	PP
14	98566039	PP
14	98560889	PP
14	98582025	PP
14	98588775	PP
14	98542325	PP
14	98551256	PP
14	98546616	PP
14	98587013	PP
14	98532540	PP
14	98542339	PP
14	98585617	PP
14	98586522	PP
14	98551525	PP
14	98590629	PP
14	98580466	PP
14	98581027	PP
14	98582929	PP
14	98536833	PP
14	98587062	PP
14	98592364	PP
14	98588656	PP
14	98583628	PP
14	98582032	PP
14	98591696	PP
14	98553482	PP
14	98580643	PP
14	98586162	PP
14	98584068	PP
14	98552503	PP
14	98534686	PP
14	98587670	PP
14	98583164	PP
14	98590589	PP
14	98545464	PP
14	98582626	PP
14	98584080	PP
14	98588917	PP
14	98584566	PP
14	98584580	PP
14	98589272	PP
14	98585327	PP
14	98583922	PP
14	98534558	PP
14	98584907	PP
14	98587669	PP
14	98551570	PP
14	98590668	PP
14	98581072	PP
14	98551622	PP
14	98572436	PP
14	98588321	PP
14	98587630	PP
14	98590709	PP
14	98549057	PP
14	98584341	PP
14	98589206	PP
14	98553096	PP
10	30317073	PP
6	12903957	PP
6	118610182	DBP
6	118611428	DBP
6	118579100	DBP
6	118572486	DBP
6	118591401	DBP
6	118567764	DBP
6	118598985	DBP
6	118576470	DBP
6	118576652	DBP
6	118612943	DBP
6	118586487	DBP
6	118599828	DBP
6	118611371	DBP
6	118601980	DBP
6	118575602	DBP
6	118609205	DBP
6	118611041	DBP
1	243470453	DBP
1	243499758	DBP
1	243471192	DBP
1	243493124	DBP
1	243501763	DBP
1	243481556	DBP
1	243462367	DBP
1	243462417	DBP
1	243464416	DBP
1	243458922	DBP
1	243486252	DBP
1	243481431	DBP
1	243469669	DBP
1	243498312	DBP
1	243500664	DBP
1	243500397	DBP
1	243501056	DBP
1	243491353	DBP
1	243499744	DBP
1	243501192	DBP
1	243499947	DBP
1	243498533	DBP
1	243474536	DBP
1	243501047	DBP
1	9441838	PP
1	9434969	PP
1	9436390	PP
1	9441040	PP
1	9441949	PP
1	9440005	PP
1	9443340	PP
1	9441586	PP
1	9440261	PP
1	9436538	PP
1	9441477	PP
1	9439983	PP
1	9437023	PP
1	9440438	PP
1	9437151	PP
1	9440198	PP
1	9439604	PP
1	9438390	PP
1	9439984	PP
1	9438175	PP
5	148382965	DBP
5	148349273	DBP
5	148363811	DBP
5	148390295	DBP
5	148367238	DBP
5	148378275	DBP
5	148364108	DBP
5	148360235	DBP
5	148377838	DBP
5	148366371	DBP
5	148369653	DBP
5	148390791	DBP
5	148355309	DBP
5	148391140	DBP
5	148377582	DBP
5	148397622	DBP
5	148355986	DBP
5	148355600	DBP
5	148392565	DBP
5	148385937	DBP
5	148357999	DBP
5	148383555	DBP
5	148348395	DBP
5	148385938	DBP
5	148383412	DBP
5	148385939	DBP
5	148406386	DBP
5	148385940	DBP
5	148361622	DBP
5	148379555	DBP
5	148347543	DBP
5	148403428	DBP
5	148389198	DBP
5	148400424	DBP
5	148406032	DBP
5	148359453	DBP
5	148385614	DBP
5	148355698	DBP
3	56724359	DBP
3	56666148	DBP
3	56733738	DBP
3	56665015	DBP
3	56733384	DBP
3	56669148	DBP
3	56583036	DBP
3	56585975	DBP
3	56579963	DBP
3	56726646	DBP
3	56577693	DBP
3	56718867	DBP
3	56724975	DBP
3	56670306	DBP
3	56722037	DBP
3	56655202	DBP
3	56700180	DBP
3	56581983	DBP
3	56567175	DBP
3	56653024	DBP
3	56713249	DBP
3	56576503	DBP
3	56669517	DBP
3	56727120	DBP
3	56576175	DBP
3	56650051	DBP
3	56580446	DBP
3	56670281	DBP
3	56662215	DBP
3	56725307	DBP
3	56721540	DBP
3	133936769	SBP
3	133940902	SBP
3	133896227	SBP
3	133914636	SBP
3	133905345	SBP
3	133985901	SBP
3	133941504	SBP
3	133966291	SBP
3	133914765	SBP
3	133960256	SBP
3	133985899	SBP
3	133949974	SBP
3	133894102	SBP
3	133882270	SBP
3	133959552	SBP
3	134000025	SBP
3	133924150	SBP
3	133949366	SBP
3	133941898	SBP
3	133892833	SBP
3	133953649	SBP
3	133914748	SBP
3	133901733	SBP
3	133931004	SBP
14	53369122	SBP
14	53322999	SBP
14	53371980	SBP
14	53350479	SBP
14	53373399	SBP
14	53323211	SBP
14	53366149	SBP
14	53377540	SBP
