statistic	pval	fdr	df.test	df.dna	df.rna.full	df.rna.red	logFC
392__WILDTYPE_SNP_INDIV	0.431680650394583	0.511165428972793	0.744486462409843	1	25	5	4	0.276837463918757
479__WILDTYPE_SNP_INDIV	0.261276707624347	0.609244393303501	0.807000784836738	1	26	5	4	-0.119058507765363
3533__WILDTYPE_SNP_INDIV	5.34603764045221	0.0207694183570152	0.129613054220177	1	21	5	4	1.05900343330675
1948__WILDTYPE_SNP_INDIV	0.00194045319631186	0.96486408959676	0.983931739476169	1	25	5	4	-0.0181733181415205
1042__WILDTYPE_SNP_INDIV	0.407040066529134	0.523475686769871	0.753721328511602	1	26	5	4	-0.174505124474567
4102__WILDTYPE_SNP_INDIV	4.57513806244344	0.0324391318154313	0.166688195206656	1	25	5	4	0.960069639098802
3571__WILDTYPE_SNP_INDIV	0.417036034202511	0.518419722975491	0.750496606503585	1	26	5	4	0.266897582074486
2899__WILDTYPE_SNP_INDIV	6.07783282782475	0.0136888601076579	0.102325295415343	1	26	5	4	0.497181020924963
1906__WILDTYPE_SNP_INDIV	4.50851957577402	0.0337264197205268	0.170371671830324	1	26	5	4	-0.750587804492711
3699__WILDTYPE_SNP_INDIV	0.134707992340282	0.713599717983895	0.864475527986	1	26	5	4	0.0703699560154394
3285__WILDTYPE_SNP_INDIV	0.914661319528932	0.338880651042292	0.606287758388498	1	26	5	4	0.312177434999476
156__WILDTYPE_SNP_INDIV	0.361035906183133	0.547931481890023	0.769091307864938	1	26	5	4	0.192869036377006
2892__WILDTYPE_SNP_INDIV	1.94776688753382	0.162827693227939	0.415951763471399	1	26	5	4	0.533250394719002
974__WILDTYPE_SNP_INDIV	3.1408269199701	0.0763550866740928	0.27613267592236	1	26	5	4	0.46195256993809
800__WILDTYPE_SNP_INDIV	0.616486833037243	0.4323558046448	0.688869690069852	1	26	5	4	-0.238673286324471
3572__WILDTYPE_SNP_INDIV	0.190863698880094	0.66219873860237	0.838402325684427	1	26	5	4	0.16425740926729
2861__WILDTYPE_SNP_INDIV	5.155571152834	0.0231719134071872	0.13694829118361	1	26	5	4	0.347906543382939
3429__WILDTYPE_SNP_INDIV	1.8544802400645	0.173263213768149	0.429488720492431	1	26	5	4	0.469432180248715
667__WILDTYPE_SNP_INDIV	0.802777096194859	0.370264358326444	0.634606662717358	1	25	5	4	0.373298370853722
732__WILDTYPE_SNP_INDIV	8.18612444495341	0.00422120056770804	0.0501286951359865	1	25	5	4	-1.32293701468597
1203__WILDTYPE_SNP_INDIV	0.605485062465959	0.436492846042024	0.691557995429407	1	26	5	4	-0.100699871628294
3437__WILDTYPE_SNP_INDIV	3.51161580222754	0.0609399945462283	0.241296232530817	1	22	5	4	0.849850026916084
2120__WILDTYPE_SNP_INDIV	0.386292163385633	0.534254865728809	0.760875537844064	1	25	5	4	0.361686933338564
2153__WILDTYPE_SNP_INDIV	0.143442227899413	0.704882671913035	0.860354139952622	1	26	5	4	0.101437912174957
3823__WILDTYPE_SNP_INDIV	6.8393051853102	0.00891735167795332	0.0779496734107432	1	23	5	4	1.33595707304864
1991__WILDTYPE_SNP_INDIV	1.08249029694196	0.298141126854219	0.572074210595418	1	21	5	4	0.743765708368858
4280__WILDTYPE_SNP_INDIV	0.591486973153906	0.441844690806029	0.695398892574771	1	21	5	4	0.395305960026369
2001__WILDTYPE_SNP_INDIV	2.89866644461245	0.0886528670776996	0.300667921629597	1	26	5	4	-0.411487804400974
3304__WILDTYPE_SNP_INDIV	1.40456816164442	0.235960206451672	0.510054190361586	1	25	5	4	-0.374788629786211
4143__WILDTYPE_SNP_INDIV	0.122457448245996	0.726384322482032	0.872351942840659	1	24	5	4	0.132866818173971
196__WILDTYPE_SNP_INDIV	7.35936322594418	0.00667144144822492	0.0653392806327171	1	11	5	4	-3.77071821263231
3028__WILDTYPE_SNP_INDIV	0.311122768812311	0.576992025457866	0.786551402587435	1	23	5	4	-0.236208018359662
1576__WILDTYPE_SNP_INDIV	4.85443762853464	0.0275751017274976	0.151796225350188	1	13	5	4	1.63284040439454
2146__WILDTYPE_SNP_INDIV	4.29602440690724	0.0382015754979246	0.18304579967416	1	25	5	4	-0.951957606207286
412__WILDTYPE_SNP_INDIV	1.93798621989799	0.163887354109638	0.417238945555518	1	26	5	4	0.569325474628086
3581__WILDTYPE_SNP_INDIV	0.0383581939804571	0.844725632197325	0.927260781802847	1	26	5	4	0.0763710538614455
3713__WILDTYPE_SNP_INDIV	3.45816135486274	0.0629402665647497	0.246399642488613	1	8	5	4	-3.19159676233954
4154__WILDTYPE_SNP_INDIV	5.50403442550623	0.018972652595556	0.123206711510248	1	26	5	4	0.536137771366827
2329__WILDTYPE_SNP_INDIV	0.253797865919068	0.614413488162148	0.810388271499258	1	26	5	4	0.160799815529449
3579__WILDTYPE_SNP_INDIV	0.345477602559185	0.556684381906787	0.775417185541754	1	26	5	4	0.194585168967937
475__WILDTYPE_SNP_INDIV	2.57666019263638	0.108450266716323	0.334696353679506	1	26	5	4	0.458501203914139
4297__WILDTYPE_SNP_INDIV	6.65135350239916	0.00990805305172652	0.0831119741609484	1	26	5	4	0.640095721216897
704__WILDTYPE_SNP_INDIV	3.69866320905976	0.0544560806230011	0.223554089743184	1	26	5	4	0.603842247791151
3934__WILDTYPE_SNP_INDIV	0.28228149942197	0.595209725594589	0.79921977423851	1	26	5	4	0.128576065803012
1232__WILDTYPE_SNP_INDIV	0.84129149163482	0.359027664648947	0.623060144595989	1	25	5	4	0.348841434747802
2063__WILDTYPE_SNP_INDIV	0.211962094060027	0.645233862370959	0.828326969365728	1	25	5	4	0.231615436814183
329__WILDTYPE_SNP_INDIV	0.703341772917042	0.401663083256045	0.659458155264041	1	11	5	4	0.798145326268888
30__WILDTYPE_SNP_INDIV	0.53950573039856	0.462637639992347	0.709781980282377	1	26	5	4	0.161130981620772
1723__WILDTYPE_SNP_INDIV	0.23352793701315	0.628920165859736	0.819046913422218	1	22	5	4	0.253338160808108
1376__WILDTYPE_SNP_INDIV	2.73397249187701	0.0982346655959613	0.31939577248985	1	26	5	4	0.380230206081803
2110__WILDTYPE_SNP_INDIV	0.563960127671493	0.452669033020364	0.702119809135335	1	10	5	4	0.535625606049257
2802__WILDTYPE_SNP_INDIV	3.09712134195479	0.078430866411109	0.280469245832274	1	26	5	4	0.3061249306536
1027__WILDTYPE_SNP_INDIV	0.10760370993512	0.742888946311825	0.877656471179632	1	26	5	4	0.0793654517942232
3783__WILDTYPE_SNP_INDIV	3.19913722454035	0.0736771284962595	0.27052527900042	1	9	5	4	-2.16229358403181
40__WILDTYPE_SNP_INDIV	0.2367106951599	0.626591983677454	0.818012766503836	1	25	5	4	0.160700325129162
774__WILDTYPE_SNP_INDIV	6.23090472978765	0.0125539579496774	0.0960868328556646	1	21	5	4	-1.30607916012274
2526__WILDTYPE_SNP_INDIV	0.882172906136475	0.347607227908912	0.613559514971665	1	26	5	4	-0.130403902375774
178__WILDTYPE_SNP_INDIV	0.0593178490851187	0.807577374204334	0.909756764978075	1	24	5	4	-0.111105497292331
3472__WILDTYPE_SNP_INDIV	2.75309519707116	0.0970663586751555	0.316498971122219	1	26	5	4	-0.411421278876155
3346__WILDTYPE_SNP_INDIV	0.86220986195508	0.353121015509924	0.617575711892175	1	24	5	4	-0.326549154294372
341__WILDTYPE_SNP_INDIV	-2.93059406497204	1	1	1	7	5	4	3.72453396095273
2844__WILDTYPE_SNP_INDIV	2.38624722380246	0.122407163770532	0.356667868205697	1	22	5	4	0.721225860174983
2169__WILDTYPE_SNP_INDIV	1.40244901431697	0.236313955876252	0.510054190361586	1	26	5	4	0.388060646096545
4309__WILDTYPE_SNP_INDIV	0.00979008005094784	0.921182071650062	0.965440655568606	1	22	5	4	-0.0558051748811239
1524__WILDTYPE_SNP_INDIV	0.0561230472035277	0.812732016707123	0.912080736580185	1	26	5	4	0.100479481007248
4385__WILDTYPE_SNP_INDIV	0.701595423781328	0.402248127486434	0.659706165835712	1	26	5	4	0.241591058055703
2122__WILDTYPE_SNP_INDIV	0.0151438359052918	0.902059353203863	0.95583635151807	1	26	5	4	-0.0393353737454411
3034__WILDTYPE_SNP_INDIV	0.101298296231334	0.750277155729262	0.882711466130112	1	26	5	4	0.111634484495018
746__WILDTYPE_SNP_INDIV	4.90057469041108	0.0268477593797803	0.149642737820634	1	26	5	4	-0.719248528370749
3317__WILDTYPE_SNP_INDIV	9.5787684751399	0.00196840398239364	0.0298935782009717	1	26	5	4	-0.76566583670643
3547__WILDTYPE_SNP_INDIV	1.93145485063724	0.164599364783091	0.417792618786244	1	26	5	4	-0.403026604849075
2260__WILDTYPE_SNP_INDIV	0.148251415910636	0.700211999597545	0.857020769807049	1	26	5	4	-0.0791006641344636
3207__WILDTYPE_SNP_INDIV	1.42586712325692	0.232440112136344	0.507959971831656	1	26	5	4	0.195294671045267
2992__WILDTYPE_SNP_INDIV	0.569311719404254	0.450532550432028	0.700458239185179	1	26	5	4	0.343664986779863
4458__WILDTYPE_SNP_INDIV	1.64653895206379	0.199430653583043	0.466180081122757	1	26	5	4	0.494417610490627
406__WILDTYPE_SNP_INDIV	0.370578128294255	0.54268930723931	0.764966785984507	1	26	5	4	0.249563956432643
2__WILDTYPE_SNP_INDIV	8.44445315796315	0.00366158523008179	0.0456414221276948	1	26	5	4	-0.9831701612728
3505__WILDTYPE_SNP_INDIV	4.66039120774508	0.0308661580614081	0.162662707084271	1	24	5	4	0.934868029703565
2660__WILDTYPE_SNP_INDIV	0.516631091163163	0.472282311278632	0.716787733025349	1	23	5	4	0.199225436015568
2434__WILDTYPE_SNP_INDIV	4.55918322055231	0.032742685085787	0.166811217736053	1	26	5	4	0.353724956888197
3857__WILDTYPE_SNP_INDIV	2.08887447963093	0.148375348399474	0.395169805545105	1	26	5	4	0.454876220776419
2020__WILDTYPE_SNP_INDIV	3.63389354941296	0.056614224001554	0.230052210824266	1	24	5	4	0.805005643144628
277__WILDTYPE_SNP_INDIV	3.80994164678305	0.0509492254611944	0.215159332842793	1	25	5	4	0.227311633880474
984__WILDTYPE_SNP_INDIV	0.142610601840261	0.705699391071665	0.861006448051573	1	26	5	4	-0.0733344537709684
187__WILDTYPE_SNP_INDIV	5.16389188165545	0.0230611651529625	0.136561639134083	1	26	5	4	-0.737862944583983
2800__WILDTYPE_SNP_INDIV	2.46297490302277	0.116557839762669	0.346353605585789	1	26	5	4	-0.256414552455366
2057__WILDTYPE_SNP_INDIV	5.9563593928558	0.0146642911119557	0.106465859374093	1	24	5	4	0.713797925618458
4294__WILDTYPE_SNP_INDIV	0.181250707432355	0.670300598338126	0.839951424547667	1	26	5	4	0.0768908385754222
353__WILDTYPE_SNP_INDIV	0.0183393569664076	0.892277533565617	0.951448583990303	1	25	5	4	-0.0594746245440262
2833__WILDTYPE_SNP_INDIV	1.80521909038362	0.179082810767571	0.437672672440556	1	26	5	4	0.342598722824626
147__WILDTYPE_SNP_INDIV	0.00822541776119579	0.92773566765057	0.968291315583969	1	26	5	4	0.040056873473797
4291__WILDTYPE_SNP_INDIV	2.35780925078575	0.124657140793943	0.360146511852172	1	17	5	4	0.975907504080794
1411__WILDTYPE_SNP_INDIV	0.127828724428923	0.72069400017792	0.8694927382448	1	9	5	4	-0.493496134039122
1033__WILDTYPE_SNP_INDIV	0.2063440789791	0.649648093943654	0.831804632304774	1	26	5	4	-0.153182291376001
3062__WILDTYPE_SNP_INDIV	0.935571341837658	0.333419387714404	0.603382269473013	1	24	5	4	0.474618913061899
2008__WILDTYPE_SNP_INDIV	1.58839470391854	0.20755563584057	0.476852944445863	1	26	5	4	0.570142180141969
1402__WILDTYPE_SNP_INDIV	19.2148389182389	1.1680192436552e-05	0.00077851727087518	1	26	5	4	1.17790714611766
1753__WILDTYPE_SNP_INDIV	5.85848570674625	0.0155021255669722	0.108289229397234	1	26	5	4	0.56882211182386
3503__WILDTYPE_SNP_INDIV	0.121432716672189	0.727485757907513	0.872426836402229	1	26	5	4	0.112688206863074
4454__WILDTYPE_SNP_INDIV	1.57137595541462	0.210007304112269	0.480210060877978	1	21	5	4	0.52811835322986
2442__WILDTYPE_SNP_INDIV	0.166989525741428	0.682801288600941	0.84770646132953	1	26	5	4	-0.128063606268759
4247__WILDTYPE_SNP_INDIV	5.26539141073522	0.0217535304600593	0.132337842131794	1	19	5	4	1.26586350252864
2125__WILDTYPE_SNP_INDIV	1.37273062409281	0.24134327824234	0.512136753405431	1	20	5	4	-0.737697285823754
3142__WILDTYPE_SNP_INDIV	0.53107140693055	0.466156765792992	0.710855065815868	1	26	5	4	0.178494210508076
2609__WILDTYPE_SNP_INDIV	0.661799556526148	0.41592535016775	0.673650271837676	1	24	5	4	-0.254109153736485
3026__WILDTYPE_SNP_INDIV	1.1106710792119	0.291936117336967	0.566338453686336	1	26	5	4	-0.183407109274827
397__WILDTYPE_SNP_INDIV	7.42348180656177	0.00643781199235815	0.0640976343388522	1	17	5	4	1.99613492337813
3866__WILDTYPE_SNP_INDIV	0.0726659285735423	0.787494017322517	0.899720605450721	1	21	5	4	-0.248688485265383
2891__WILDTYPE_SNP_INDIV	0.650751375254458	0.419844171354346	0.676280480954452	1	26	5	4	0.206406442130345
407__WILDTYPE_SNP_INDIV	0.128310740823281	0.720189990536009	0.8694927382448	1	26	5	4	-0.158207863465401
1259__WILDTYPE_SNP_INDIV	0.0853307431689245	0.770199261081931	0.892388154421535	1	26	5	4	0.054102184604662
1154__WILDTYPE_SNP_INDIV	0.917298862577809	0.338185203673097	0.606030915768182	1	26	5	4	0.15100542348178
3859__WILDTYPE_SNP_INDIV	1.4456391669741	0.229228976046798	0.504225940123964	1	8	5	4	-1.8223781534017
1250__WILDTYPE_SNP_INDIV	6.31984445516514	0.0119394101622351	0.0930149827411789	1	17	5	4	-2.09286831770235
109__WILDTYPE_SNP_INDIV	2.19914521328155	0.138087291511884	0.38051846319347	1	26	5	4	0.326486659512794
811__WILDTYPE_SNP_INDIV	1.0510950433241	0.305255023309729	0.579198749093727	1	14	5	4	-0.572697968173802
3359__WILDTYPE_SNP_INDIV	1.80335970345664	0.179306853222875	0.437910223214543	1	26	5	4	0.405804061747944
2790__WILDTYPE_SNP_INDIV	0.486595904265414	0.485449735918957	0.726165831527921	1	26	5	4	0.135587485594377
1794__WILDTYPE_SNP_INDIV	1.11370500036764	0.291277979439896	0.565867482936112	1	26	5	4	0.189363734262092
3353__WILDTYPE_SNP_INDIV	0.413699134410365	0.520097917014952	0.751208441125491	1	18	5	4	-0.376788408674696
2018__WILDTYPE_SNP_INDIV	5.0423566404514	0.0247348187438689	0.142158557068056	1	10	5	4	2.76033930882143
1361__WILDTYPE_SNP_INDIV	0.436797523761015	0.508672218128333	0.743110494611224	1	26	5	4	-0.10715967581109
3409__WILDTYPE_SNP_INDIV	0.000228595356475125	0.987936947510604	0.993526699728288	1	26	5	4	-0.00249441169897903
3428__WILDTYPE_SNP_INDIV	2.87254887408199	0.090102068647404	0.30407864095562	1	26	5	4	0.651294226216806
2015__WILDTYPE_SNP_INDIV	2.97003788750521	0.084819867876236	0.292631593053959	1	22	5	4	1.05653464278563
4183__WILDTYPE_SNP_INDIV	0.00155003347788352	0.968595027530003	0.98543301613663	1	25	5	4	-0.0200882715238888
372__WILDTYPE_SNP_INDIV	5.09042476032937	0.0240582983377877	0.140116230246411	1	26	5	4	0.507515374822631
2774__WILDTYPE_SNP_INDIV	3.82728948982776	0.0504244142544657	0.214147578767417	1	26	5	4	0.679129622757171
876__WILDTYPE_SNP_INDIV	2.19180122118701	0.138746978413719	0.38135552657929	1	26	5	4	-0.518027392358349
3977__WILDTYPE_SNP_INDIV	0.754108301114684	0.385178627363101	0.645696851456632	1	25	5	4	-0.358698592478819
153__WILDTYPE_SNP_INDIV	0.113432551814412	0.736269562492841	0.875411527767487	1	26	5	4	0.109970822047779
2553__WILDTYPE_SNP_INDIV	1.0379010889128	0.308310126000311	0.582282681887246	1	26	5	4	0.131495116158978
59__WILDTYPE_SNP_INDIV	0.895313511281529	0.344041447009237	0.611275418066394	1	26	5	4	0.223067800712327
1694__WILDTYPE_SNP_INDIV	2.8601436233414	0.0907993909310635	0.305144451735416	1	26	5	4	0.600055208197492
2303__WILDTYPE_SNP_INDIV	0.145403663629622	0.70296705895476	0.859719397534122	1	26	5	4	-0.08607539963318
3609__WILDTYPE_SNP_INDIV	0.415322292891233	0.519280406154682	0.751062890035057	1	25	5	4	0.191009848143363
2232__WILDTYPE_SNP_INDIV	5.13984796312889	0.0233826958601631	0.13782358457658	1	24	5	4	-1.03282766473038
4417__WILDTYPE_SNP_INDIV	0.0992227540286876	0.752764360688878	0.88355839385655	1	26	5	4	0.0915280846866912
1434__WILDTYPE_SNP_INDIV	1.14457193833368	0.284688322621827	0.557640514392713	1	25	5	4	-0.497724420163293
989__WILDTYPE_SNP_INDIV	3.9990015599883	0.0455272256786552	0.202509326340824	1	20	5	4	1.02270262732182
2231__WILDTYPE_SNP_INDIV	2.58212642556794	0.108076387282685	0.333969123100901	1	24	5	4	0.697839295233053
1781__WILDTYPE_SNP_INDIV	4.64367243735569	0.0311682361113659	0.16347143726606	1	26	5	4	0.463228653625656
3112__WILDTYPE_SNP_INDIV	0.962148105725191	0.326646256872537	0.597566742143409	1	26	5	4	-0.209274630972624
1478__WILDTYPE_SNP_INDIV	0.879255170451529	0.348405763366137	0.61357770950242	1	11	5	4	0.927504439279894
3599__WILDTYPE_SNP_INDIV	9.79268856469935	0.0017520710531499	0.0282153992753905	1	26	5	4	0.800977606508647
209__WILDTYPE_SNP_INDIV	0.246286155563666	0.619702335387619	0.81433502396637	1	26	5	4	0.13146782580682
3749__WILDTYPE_SNP_INDIV	0.16682949185315	0.682945048433478	0.84770646132953	1	26	5	4	0.0814547011517483
2100__WILDTYPE_SNP_INDIV	7.80361752875697	0.00521417423535743	0.0558545137399114	1	10	5	4	-2.10646453058002
4652__WILDTYPE_SNP_INDIV	0.96799102835439	0.325181722162034	0.597566742143409	1	26	5	4	0.228323002968913
110__WILDTYPE_SNP_INDIV	0.226164529246716	0.634382472244632	0.822588890651712	1	25	5	4	0.248168976637328
197__WILDTYPE_SNP_INDIV	1.41437025446203	0.234332258789996	0.510004766409611	1	26	5	4	-0.241782876031828
212__WILDTYPE_SNP_INDIV	0.0988211097674139	0.753248961162032	0.88355839385655	1	26	5	4	0.108158730544614
1091__WILDTYPE_SNP_INDIV	0.0331020919361436	0.855629967446482	0.932372437278762	1	26	5	4	0.0419190951403874
402__WILDTYPE_SNP_INDIV	5.38767203942871	0.0202795083609077	0.127565056248029	1	26	5	4	0.566236172492628
86__WILDTYPE_SNP_INDIV	4.29003960123441	0.038336272603973	0.183242801022377	1	24	5	4	-0.897808892313976
3471__WILDTYPE_SNP_INDIV	2.10959578971074	0.146377977445218	0.39265953815517	1	22	5	4	0.676849316650847
3004__WILDTYPE_SNP_INDIV	4.32063347562871	0.037652902573629	0.182153507510933	1	24	5	4	1.25520263595032
895__WILDTYPE_SNP_INDIV	2.09709890192516	0.147578919965288	0.394557792152322	1	26	5	4	0.281135471748831
2296__WILDTYPE_SNP_INDIV	0.015682843678178	0.900340548537096	0.954858407166745	1	26	5	4	0.0346070656432684
768__WILDTYPE_SNP_INDIV	4.00168081755464	0.0454549132383898	0.202509326340824	1	26	5	4	0.446849203964715
1471__WILDTYPE_SNP_INDIV	0.394684193450757	0.529847410188657	0.758347068743025	1	23	5	4	0.297508987639238
4446__WILDTYPE_SNP_INDIV	0.00366235853971375	0.951743539384649	0.979081939015419	1	26	5	4	-0.0115267962541481
3833__WILDTYPE_SNP_INDIV	1.37090024191639	0.241657269912439	0.512136753405431	1	26	5	4	0.320989678673976
597__WILDTYPE_SNP_INDIV	0.639490211161956	0.423895459377713	0.679948741728516	1	26	5	4	-0.12107232828706
2396__WILDTYPE_SNP_INDIV	0.336808990542522	0.561676949823484	0.778592629174725	1	26	5	4	0.0925717451507239
1258__WILDTYPE_SNP_INDIV	1.07213296975533	0.30046415503698	0.57378729805908	1	26	5	4	-0.164209474686963
1202__WILDTYPE_SNP_INDIV	0.0158528670890519	0.899804615999718	0.954858407166745	1	26	5	4	-0.0220839276228012
3214__WILDTYPE_SNP_INDIV	7.54044833708213	0.00603290291358834	0.0615997895368307	1	26	5	4	-0.460892249809034
3039__WILDTYPE_SNP_INDIV	17.7490814173502	2.52039160020251e-05	0.00139027118268642	1	26	5	4	0.592738929430426
4078__WILDTYPE_SNP_INDIV	2.69529101273167	0.100645111518298	0.323496816535828	1	15	5	4	-1.12251809463379
2038__WILDTYPE_SNP_INDIV	0.0035466656315748	0.952510944813939	0.979123980774202	1	26	5	4	0.0228309726673187
3778__WILDTYPE_SNP_INDIV	1.07716309462921	0.299333059006591	0.572733999689309	1	25	5	4	-0.305581411884925
1961__WILDTYPE_SNP_INDIV	0.180993209979079	0.67052107739795	0.839951424547667	1	26	5	4	0.100882026318777
1756__WILDTYPE_SNP_INDIV	0.545651843643554	0.460099811467973	0.707925295041617	1	26	5	4	0.157130442465195
1114__WILDTYPE_SNP_INDIV	0.0119012982302138	0.913128670302546	0.961104618499828	1	24	5	4	0.037371076600947
3896__WILDTYPE_SNP_INDIV	0.420511501775763	0.516681925132184	0.749337128651965	1	16	5	4	-0.483956664017095
3467__WILDTYPE_SNP_INDIV	0.961506563446392	0.326807591893708	0.597566742143409	1	25	5	4	0.3892201224089
3372__WILDTYPE_SNP_INDIV	3.9018599385131	0.0482326821978803	0.209301828132246	1	20	5	4	1.06972864436225
2278__WILDTYPE_SNP_INDIV	8.40099964168098	0.00375014730380513	0.0463281086412151	1	25	5	4	1.10681529055407
915__WILDTYPE_SNP_INDIV	1.16365419645263	0.28070897942125	0.553094622128621	1	26	5	4	0.249702709663429
3035__WILDTYPE_SNP_INDIV	0.00844532579776569	0.926778720010101	0.968291315583969	1	26	5	4	0.0352878189173605
4591__WILDTYPE_SNP_INDIV	1.21882891893165	0.269590599626061	0.542733285220465	1	26	5	4	-0.243946626511692
72__WILDTYPE_SNP_INDIV	2.77736295169552	0.0956054674651504	0.314345411153406	1	26	5	4	0.540116051473993
3475__WILDTYPE_SNP_INDIV	1.39052464165627	0.238316520207574	0.510054190361586	1	19	5	4	-0.82598725044628
3878__WILDTYPE_SNP_INDIV	7.30763470875581	0.00686622464632479	0.0660408162751966	1	25	5	4	1.14744951595225
2806__WILDTYPE_SNP_INDIV	0.383396606434189	0.535791012480751	0.761735181994403	1	26	5	4	-0.291322355193862
3477__WILDTYPE_SNP_INDIV	5.55878320585498	0.0183881906150457	0.120883461317266	1	25	5	4	0.927601096267401
2587__WILDTYPE_SNP_INDIV	0.30664468170437	0.57974647849315	0.788829983070209	1	21	5	4	0.28764575622469
2363__WILDTYPE_SNP_INDIV	4.72098117573341	0.0297967363722615	0.159770433352495	1	26	5	4	0.566333010661387
2916__WILDTYPE_SNP_INDIV	8.39850875245224	0.00375528948977551	0.0463281086412151	1	24	5	4	-1.36781468957535
2133__WILDTYPE_SNP_INDIV	7.67174633811146	0.00560921436630488	0.0591201211516855	1	26	5	4	0.653785483346117
2314__WILDTYPE_SNP_INDIV	0.0777254536719738	0.780403801236576	0.896973722661362	1	26	5	4	-0.131208789957163
2779__WILDTYPE_SNP_INDIV	0.0814764041929266	0.775306515067841	0.894392480272515	1	26	5	4	0.0527755429799541
1539__WILDTYPE_SNP_INDIV	13.0538442385152	0.000302662545064492	0.00906137526199199	1	26	5	4	1.6392748863287
623__WILDTYPE_SNP_INDIV	0.939573312447465	0.332387598934851	0.60255119237326	1	26	5	4	0.291943720947935
2773__WILDTYPE_SNP_INDIV	0.00832187713399435	0.927314348452138	0.968291315583969	1	26	5	4	-0.0335848696948384
422__WILDTYPE_SNP_INDIV	2.36567858346052	0.124029969660349	0.35921534363308	1	25	5	4	0.533536559077549
37__WILDTYPE_SNP_INDIV	8.95101284136945	0.00277315787684395	0.0375943069236557	1	26	5	4	0.557026223887552
4305__WILDTYPE_SNP_INDIV	8.69800288371835	0.00318558880931845	0.0413380182491633	1	25	5	4	0.647527107281027
729__WILDTYPE_SNP_INDIV	5.12378318536662	0.02360011182447	0.138795265497098	1	26	5	4	0.852256223286602
206__WILDTYPE_SNP_INDIV	1.3288786312205	0.24900480844289	0.519530470565566	1	26	5	4	0.33590972465605
2084__WILDTYPE_SNP_INDIV	0.330019028249808	0.565647883766412	0.780854582072657	1	26	5	4	0.18180428649105
1423__WILDTYPE_SNP_INDIV	1.70898000573197	0.191117763032844	0.454947492457649	1	26	5	4	0.358535725856346
722__WILDTYPE_SNP_INDIV	0.782164407468827	0.376480003411672	0.637968762843437	1	26	5	4	0.171184969954308
343__WILDTYPE_SNP_INDIV	2.37263666504373	0.123478340667754	0.358272887211016	1	25	5	4	0.593298903532047
4226__WILDTYPE_SNP_INDIV	0.87812652164348	0.348715323902486	0.613756996336611	1	26	5	4	0.248118757486123
2062__WILDTYPE_SNP_INDIV	2.13237560775764	0.144217093808987	0.390134066059374	1	15	5	4	-0.905422173742125
4423__WILDTYPE_SNP_INDIV	0.000228762949973316	0.987932526675721	0.993526699728288	1	26	5	4	0.00381974612006065
2246__WILDTYPE_SNP_INDIV	0.337768632759435	0.561120049785621	0.778116692797642	1	26	5	4	0.200404897375989
2385__WILDTYPE_SNP_INDIV	0.202702385425255	0.652548343930821	0.832116900779255	1	26	5	4	0.107168292422774
4074__WILDTYPE_SNP_INDIV	1.64476208184396	0.199673341719798	0.466329794545294	1	26	5	4	-0.250334993132084
1592__WILDTYPE_SNP_INDIV	0.00835008053672937	0.927191626206224	0.968291315583969	1	26	5	4	-0.0175979660616757
1892__WILDTYPE_SNP_INDIV	13.3634140218054	0.000256580800176383	0.00801014457976236	1	26	5	4	1.81789248580142
511__WILDTYPE_SNP_INDIV	0.985411581888684	0.320866415730644	0.593386485198983	1	26	5	4	-0.374417973398113
224__WILDTYPE_SNP_INDIV	3.37758924831542	0.0660886569810344	0.253120083680753	1	26	5	4	-0.474345740578269
4285__WILDTYPE_SNP_INDIV	0.75651364026271	0.384421776990795	0.644823525962539	1	26	5	4	0.288539087402647
987__WILDTYPE_SNP_INDIV	1.70250139718246	0.191961173566116	0.455752743336482	1	26	5	4	0.34450458444372
458__WILDTYPE_SNP_INDIV	0.694273235014862	0.404714687142606	0.66199915550367	1	26	5	4	0.205908981979187
4595__WILDTYPE_SNP_INDIV	0.122018509471673	0.726855481472399	0.872426836402229	1	25	5	4	-0.0975058430798427
1369__WILDTYPE_SNP_INDIV	8.85574664375326	0.0029216758232486	0.0388396738940998	1	26	5	4	0.501609368518719
4024__WILDTYPE_SNP_INDIV	0.347463865365285	0.555552297258859	0.77412760584938	1	25	5	4	-0.382897424292149
2206__WILDTYPE_SNP_INDIV	8.14218586435072	0.00432471191568806	0.0507439914019242	1	26	5	4	-0.746949198300622
1803__WILDTYPE_SNP_INDIV	2.84283159386769	0.0917823432340957	0.306980432309231	1	26	5	4	0.526227517498572
648__WILDTYPE_SNP_INDIV	14.1622083064167	0.000167705323975532	0.00598454326694143	1	26	5	4	-0.820031666544819
4007__WILDTYPE_SNP_INDIV	1.87386625287536	0.171032928886048	0.425719411682647	1	26	5	4	-0.356435800571086
1856__WILDTYPE_SNP_INDIV	4.98623232610953	0.0255497812295687	0.14527654042737	1	26	5	4	0.457193297346776
3462__WILDTYPE_SNP_INDIV	0.12559119640855	0.723047764983707	0.870507078367065	1	26	5	4	-0.103516559888977
1889__WILDTYPE_SNP_INDIV	1.58652810632714	0.207822872706208	0.477197112974684	1	20	5	4	0.737486667217907
91__WILDTYPE_SNP_INDIV	3.39139816245006	0.0655373533310639	0.251824187000614	1	26	5	4	0.348937186625457
1909__WILDTYPE_SNP_INDIV	1.77682255369155	0.182539983088971	0.441536985304421	1	26	5	4	-0.19148461119498
