statistic	pval	fdr	df.test	df.dna	df.rna.full	df.rna.red	logFC
4365__WILDTYPE_SNP_INDIV	22.7362932858723	1.85824849828852e-06	2.01596891259021e-05	1	17	5	4	-0.949331876127374
4643__WILDTYPE_SNP_INDIV	4.71903810300091	0.0298304255674789	0.0712549827421987	1	26	5	4	0.20389488408468
801__WILDTYPE_SNP_INDIV	21.2477038039633	4.03593565192564e-06	3.89492103276197e-05	1	26	5	4	-0.481370516395924
766__WILDTYPE_SNP_INDIV	6.9881631683802	0.00820505144913777	0.0248375856820506	1	25	5	4	-0.325415977704742
1926__WILDTYPE_SNP_INDIV	1.14251650541223	0.285121204610274	0.418616115760961	1	16	5	4	0.282701320481896
1152__WILDTYPE_SNP_INDIV	0.122239614795944	0.726618027294679	0.812689373790605	1	26	5	4	-0.0446253194025138
41__WILDTYPE_SNP_INDIV	1.30260057647229	0.253738744275321	0.383642475395728	1	26	5	4	-0.112380834310638
1586__WILDTYPE_SNP_INDIV	0.0230359863217302	0.879363528507399	0.924370323273526	1	7	5	4	-0.0545730109423706
4206__WILDTYPE_SNP_INDIV	13.2527913891427	0.000272174271839126	0.00143743906643829	1	26	5	4	-0.493787193079539
2832__WILDTYPE_SNP_INDIV	0.0920468302335848	0.761590985195689	0.839111938296763	1	18	5	4	-0.0864305973702888
3280__WILDTYPE_SNP_INDIV	4.04431020205038	0.0443204881808362	0.0986130862023605	1	26	5	4	0.232133021342841
4175__WILDTYPE_SNP_INDIV	2.11178383863307	0.146168843527168	0.252149124907239	1	23	5	4	0.227350863864595
1438__WILDTYPE_SNP_INDIV	0.703989445779598	0.401446420842612	0.537873292046165	1	15	5	4	-0.160625019574233
117__WILDTYPE_SNP_INDIV	1.89258156926712	0.168911033390753	0.281381776941407	1	21	5	4	0.216615601306268
4217__WILDTYPE_SNP_INDIV	1.35317843005055	0.244723227079773	0.37337772360171	1	25	5	4	0.157164945759357
161__WILDTYPE_SNP_INDIV	19.1918964774945	1.18214154003482e-05	0.000100912473204393	1	24	5	4	0.657461622132954
3203__WILDTYPE_SNP_INDIV	4.42523522830209	0.0354112318463544	0.0822553795329044	1	8	5	4	-0.934082647949986
4392__WILDTYPE_SNP_INDIV	1.40465067607772	0.235946445288668	0.362171388073248	1	19	5	4	-0.238624246938229
176__WILDTYPE_SNP_INDIV	55.7247632935919	8.33615717504285e-14	5.27152255042841e-12	1	23	5	4	-1.32709386211645
2744__WILDTYPE_SNP_INDIV	10.863599324764	0.000980728982965811	0.00419492443762953	1	26	5	4	0.425248329980814
3387__WILDTYPE_SNP_INDIV	0.986555441612381	0.320585714417076	0.456784744585968	1	26	5	4	0.117742108254274
1690__WILDTYPE_SNP_INDIV	15.541988339369	8.06928831669272e-05	0.00051707999533367	1	24	5	4	0.502810687582165
256__WILDTYPE_SNP_INDIV	69.1582859241585	9.08697954843042e-17	9.27777520599111e-15	1	26	5	4	0.777117964804341
1829__WILDTYPE_SNP_INDIV	0.378547621495272	0.538381551434529	0.666141843790567	1	26	5	4	-0.0610035940700994
829__WILDTYPE_SNP_INDIV	1.58610030143063	0.207884177926959	0.328540400893445	1	25	5	4	-0.178441025287879
2723__WILDTYPE_SNP_INDIV	5.72389794446917	0.0167355368241522	0.044412473758628	1	22	5	4	-0.341080682606747
1569__WILDTYPE_SNP_INDIV	0.673231882490654	0.411927089884146	0.547338013266023	1	25	5	4	0.107029949266211
3625__WILDTYPE_SNP_INDIV	6.68165675614637	0.00974100450382238	0.0285357061465999	1	26	5	4	-0.30454239867156
1553__WILDTYPE_SNP_INDIV	3.01885907960855	0.0823013479663236	0.161116202984176	1	25	5	4	-0.198187457218871
3327__WILDTYPE_SNP_INDIV	0.782975904435148	0.376232544897708	0.51383165978357	1	18	5	4	-0.168640116862657
1020__WILDTYPE_SNP_INDIV	1.04596603127766	0.306437978790576	0.441999077451233	1	26	5	4	-0.093502309450685
1693__WILDTYPE_SNP_INDIV	22.4690423018328	2.1355780317128e-06	2.26569271973769e-05	1	26	5	4	-0.46950362642491
3320__WILDTYPE_SNP_INDIV	2.02997171845118	0.154223477188865	0.262848031318606	1	26	5	4	0.164734921346374
2692__WILDTYPE_SNP_INDIV	0.543402407826079	0.461026068862207	0.593491045781865	1	24	5	4	0.0860066548661503
2347__WILDTYPE_SNP_INDIV	0.205073290906512	0.650656622976168	0.754052503019884	1	22	5	4	-0.0811411869975468
507__WILDTYPE_SNP_INDIV	0.000830481166531172	0.977009688978118	0.985078409276163	1	21	5	4	0.00510429326480868
2017__WILDTYPE_SNP_INDIV	9.93857799082798	0.00161850529971781	0.00638107995934683	1	26	5	4	-0.281726955537763
2858__WILDTYPE_SNP_INDIV	1.60522674082381	0.20516407533526	0.325418662066422	1	21	5	4	0.186363978025447
4158__WILDTYPE_SNP_INDIV	4.72414668816828	0.0297419372617298	0.0710945761644428	1	25	5	4	-0.245586582931944
1965__WILDTYPE_SNP_INDIV	0.941700783586612	0.331840827148332	0.467850217475115	1	23	5	4	-0.12794131751873
3381__WILDTYPE_SNP_INDIV	2.92882697468031	0.0870106919390976	0.168686319265552	1	24	5	4	0.269180251570987
701__WILDTYPE_SNP_INDIV	0.83022324644412	0.362207982917166	0.499217541124146	1	14	5	4	-0.240256770025169
4015__WILDTYPE_SNP_INDIV	13.0095550085243	0.000309905577653525	0.00159636249325063	1	26	5	4	0.468674921553461
2797__WILDTYPE_SNP_INDIV	2.85207429794445	0.0912561259773637	0.174801491210526	1	26	5	4	-0.178460431598679
3018__WILDTYPE_SNP_INDIV	0.152976443481748	0.695707036433631	0.788949508518176	1	26	5	4	-0.057997156354471
4457__WILDTYPE_SNP_INDIV	1.79519435531984	0.180294561351206	0.294927046240264	1	26	5	4	0.0983508336419674
1069__WILDTYPE_SNP_INDIV	41.0970909919511	1.44851765527656e-10	4.83442767448553e-09	1	26	5	4	0.82614026632145
3717__WILDTYPE_SNP_INDIV	0.246917366007892	0.619254067768136	0.730698514533185	1	26	5	4	0.0431631557219306
2253__WILDTYPE_SNP_INDIV	9.07648952662777	0.00258916594600714	0.00943868696166972	1	13	5	4	1.02214429708316
3573__WILDTYPE_SNP_INDIV	1.16579542618683	0.280266854504683	0.413559257829139	1	26	5	4	-0.120138199157518
3666__WILDTYPE_SNP_INDIV	0.000629495682005654	0.979983373907435	0.986326300894912	1	26	5	4	-0.0031015899162065
4097__WILDTYPE_SNP_INDIV	2.37702534980417	0.123131811095189	0.220810255269955	1	26	5	4	-0.148356562048029
3150__WILDTYPE_SNP_INDIV	0.155916677281198	0.692944101668548	0.787488614948934	1	17	5	4	-0.0616809663805038
4517__WILDTYPE_SNP_INDIV	0.374023860362286	0.540819047850673	0.668340535862776	1	25	5	4	0.081617013160062
606__WILDTYPE_SNP_INDIV	1.59264540639151	0.206948585875418	0.327646943812196	1	26	5	4	0.175002304691984
3802__WILDTYPE_SNP_INDIV	2.72413753185015	0.09884150068929	0.18621413261965	1	14	5	4	0.425743098823248
114__WILDTYPE_SNP_INDIV	2.77268855467219	0.095884987650968	0.181591196006525	1	26	5	4	0.197664708693767
2088__WILDTYPE_SNP_INDIV	2.40025524411294	0.121315454809881	0.218777514377594	1	25	5	4	-0.195815717871737
3651__WILDTYPE_SNP_INDIV	6.24052909646184	0.012485916917427	0.0349896890409062	1	24	5	4	0.322818372448289
3507__WILDTYPE_SNP_INDIV	5.80310554899552	0.0159978941698585	0.0427929984476689	1	26	5	4	0.20218557043653
361__WILDTYPE_SNP_INDIV	0.545042235125493	0.460350540158534	0.593491045781865	1	25	5	4	0.107671297906037
1473__WILDTYPE_SNP_INDIV	19.0861033988349	1.2495140932867e-05	0.000106098316825722	1	26	5	4	0.440665793282843
1068__WILDTYPE_SNP_INDIV	0.0757602446979035	0.783127409982661	0.854223861183992	1	25	5	4	-0.0363634716818702
1458__WILDTYPE_SNP_INDIV	0.00858113423919349	0.926194004658519	0.951536636679958	1	26	5	4	0.00775448989301725
3991__WILDTYPE_SNP_INDIV	4.2421974525389	0.0394310991818251	0.0896432652165806	1	25	5	4	0.228596385009793
3366__WILDTYPE_SNP_INDIV	5.89305667193025	0.0152006935722261	0.0410649428376158	1	21	5	4	0.438784027294297
3311__WILDTYPE_SNP_INDIV	11.0577874589056	0.000883154698863175	0.00385507854926105	1	21	5	4	-0.784781372149077
4571__WILDTYPE_SNP_INDIV	1.00150582574179	0.316946416246464	0.453076881761008	1	26	5	4	-0.129811807609922
3569__WILDTYPE_SNP_INDIV	3.20903432385194	0.0732326933553684	0.147016008465288	1	26	5	4	0.220724844845325
198__WILDTYPE_SNP_INDIV	1.32539414255734	0.249626260414015	0.379173137657951	1	26	5	4	-0.130797233288512
2699__WILDTYPE_SNP_INDIV	9.07971056487031	0.00258460952185128	0.00943176413213157	1	26	5	4	-0.346985269807303
2782__WILDTYPE_SNP_INDIV	0.00188012658304615	0.965414223121261	0.977207404448353	1	24	5	4	-0.00537652281607159
4137__WILDTYPE_SNP_INDIV	0.662808183597804	0.415570295986164	0.550352946406587	1	17	5	4	0.144305573096973
798__WILDTYPE_SNP_INDIV	0.623910649280788	0.429597765716905	0.56411116449056	1	25	5	4	0.111290502029301
2575__WILDTYPE_SNP_INDIV	0.378354034830636	0.53848544800798	0.666141843790567	1	24	5	4	0.0627203701836317
4618__WILDTYPE_SNP_INDIV	1.86723907073019	0.17179162740305	0.284594219147977	1	26	5	4	-0.120879416323939
4267__WILDTYPE_SNP_INDIV	22.5308297078482	2.06797918752301e-06	2.20539179457075e-05	1	26	5	4	-0.621914111514483
2264__WILDTYPE_SNP_INDIV	0.00951482251184643	0.92229443221806	0.949560205921165	1	26	5	4	0.00856266943849231
2783__WILDTYPE_SNP_INDIV	0.413185511459005	0.520357077742225	0.64805289339962	1	25	5	4	0.0925046294012686
2481__WILDTYPE_SNP_INDIV	2.05530056217276	0.151677321515141	0.259601569516299	1	22	5	4	0.207610214891304
1581__WILDTYPE_SNP_INDIV	0.132665719986107	0.715683983799232	0.804203232672225	1	26	5	4	-0.0299742546746916
39__WILDTYPE_SNP_INDIV	10.3573040021588	0.00128963406746275	0.00531559290585418	1	26	5	4	-0.310324778044223
618__WILDTYPE_SNP_INDIV	16.4792759313301	4.91847645271667e-05	0.000338859770612873	1	14	5	4	1.34637010099214
4568__WILDTYPE_SNP_INDIV	2.93779201035159	0.0865289396143848	0.167955607345207	1	23	5	4	0.321737886781202
3912__WILDTYPE_SNP_INDIV	1.59018100463572	0.207300275215159	0.327840892034198	1	25	5	4	0.156326210898594
2704__WILDTYPE_SNP_INDIV	7.54854064077176	0.00600586946858679	0.0191153699775021	1	23	5	4	0.493020250049067
2191__WILDTYPE_SNP_INDIV	10.0137209806139	0.00155378281806538	0.00619194048393218	1	26	5	4	-0.376376099920031
2117__WILDTYPE_SNP_INDIV	0.561996379977245	0.453456987291762	0.58757462413702	1	26	5	4	-0.0882246392754767
1793__WILDTYPE_SNP_INDIV	14.9202056207737	0.000112155292829694	0.000672092689949513	1	25	5	4	-0.445167539061096
857__WILDTYPE_SNP_INDIV	9.96043615867688	0.00159940159084657	0.00632547103554942	1	24	5	4	-0.448971899379101
1106__WILDTYPE_SNP_INDIV	0.50203126268525	0.478608960159891	0.609807704806055	1	26	5	4	0.07636995427399
442__WILDTYPE_SNP_INDIV	36.6737337340637	1.39648418177739e-09	3.72861276534563e-08	1	26	5	4	-0.58646102950142
2204__WILDTYPE_SNP_INDIV	0.243760016005126	0.621503525371172	0.732453639758179	1	26	5	4	0.0567761756968108
3632__WILDTYPE_SNP_INDIV	-7.19770658105406	1	1	1	6	5	4	0.269260330430147
720__WILDTYPE_SNP_INDIV	21.443619569191	3.64386518004514e-06	3.59390086907302e-05	1	26	5	4	0.461806163308599
2662__WILDTYPE_SNP_INDIV	8.62294467697257	0.00331954778834677	0.0116962952131925	1	22	5	4	-0.429842034460347
235__WILDTYPE_SNP_INDIV	47.5307235800901	5.41486035552004e-12	2.40961285820642e-10	1	26	5	4	0.554602758389046
1381__WILDTYPE_SNP_INDIV	8.14570846059451	0.00431631886442897	0.0144861930603671	1	26	5	4	0.209717390566684
2355__WILDTYPE_SNP_INDIV	12.0762526212616	0.000510681405693843	0.00243969665582963	1	26	5	4	-0.394814766283972
4236__WILDTYPE_SNP_INDIV	21.4846385356905	3.5667446312185e-06	3.5416889871149e-05	1	26	5	4	-0.292294247044704
2119__WILDTYPE_SNP_INDIV	1.43678188385547	0.230660812288934	0.356219750597885	1	26	5	4	-0.162361850561331
1032__WILDTYPE_SNP_INDIV	26.1369164303003	3.18044820211296e-07	4.37972322617618e-06	1	22	5	4	0.684136392346649
3877__WILDTYPE_SNP_INDIV	2.24032205651611	0.134452973713836	0.236004744948392	1	26	5	4	0.181411861637959
707__WILDTYPE_SNP_INDIV	1.10881912144987	0.292338789418492	0.426527086200751	1	24	5	4	-0.148343537251458
761__WILDTYPE_SNP_INDIV	2.26411211857521	0.132402075353159	0.23359925629489	1	26	5	4	0.173980629414413
863__WILDTYPE_SNP_INDIV	2.88725531719183	0.0892829099085505	0.171981428865929	1	26	5	4	0.192365738303258
1161__WILDTYPE_SNP_INDIV	3.79237905513696	0.0514864199032344	0.111310721572175	1	22	5	4	0.336049213866938
1082__WILDTYPE_SNP_INDIV	7.16341239526582	0.00744055141790992	0.0229488686794271	1	26	5	4	-0.263049104059375
2184__WILDTYPE_SNP_INDIV	18.9823271120422	1.31934820607582e-05	0.000110852927944063	1	26	5	4	0.328635399369832
965__WILDTYPE_SNP_INDIV	0.122875842512713	0.725936097566288	0.812115662221504	1	26	5	4	-0.0462993226978747
491__WILDTYPE_SNP_INDIV	0.291539081516703	0.589235934666206	0.707552679695082	1	25	5	4	-0.0690743704226734
118__WILDTYPE_SNP_INDIV	8.67350657266388	0.00322869332264637	0.0114264360151977	1	25	5	4	0.309782055640188
396__WILDTYPE_SNP_INDIV	3.65091726751575	0.0560383408317899	0.118920499534929	1	25	5	4	0.265622675904474
3950__WILDTYPE_SNP_INDIV	8.48930889934445	0.00357239482125194	0.0124502752073509	1	26	5	4	-0.30127923583845
1043__WILDTYPE_SNP_INDIV	0.250127214757413	0.616985515882463	0.728558326616982	1	26	5	4	-0.0744084455953232
1529__WILDTYPE_SNP_INDIV	0.00487524906694148	0.944334553392191	0.963541389877611	1	9	5	4	-0.0170562556238325
358__WILDTYPE_SNP_INDIV	29.6319058264967	5.22379776825264e-08	9.09622176602253e-07	1	26	5	4	-0.428218060611413
164__WILDTYPE_SNP_INDIV	1.0595399699564	0.303320130576347	0.438686893635246	1	26	5	4	-0.122321465995117
3300__WILDTYPE_SNP_INDIV	0.200889383529329	0.654003916993785	0.756654507720783	1	24	5	4	-0.0711311024805742
70__WILDTYPE_SNP_INDIV	3.96415363174879	0.0464788820091871	0.102419764757521	1	25	5	4	0.348033933701933
4177__WILDTYPE_SNP_INDIV	2.18551001169999	0.139314909215543	0.242501794165122	1	26	5	4	-0.145268089048349
320__WILDTYPE_SNP_INDIV	26.8015543866386	2.2545591984964e-07	3.26367816505231e-06	1	26	5	4	-0.456407638409137
1432__WILDTYPE_SNP_INDIV	15.65073122282	7.61831192660528e-05	0.000494110757345007	1	26	5	4	-0.380001729332094
1716__WILDTYPE_SNP_INDIV	11.799821733478	0.000592363928995524	0.00274797397949082	1	26	5	4	0.304926681802843
603__WILDTYPE_SNP_INDIV	0.32800520015644	0.566836066075674	0.690023843353519	1	26	5	4	-0.0367971699603648
1424__WILDTYPE_SNP_INDIV	15.3118832887344	9.11413701539613e-05	0.000569360683252252	1	26	5	4	0.379611855203421
2048__WILDTYPE_SNP_INDIV	4.44203718129393	0.0350643832170412	0.0816074700925424	1	26	5	4	-0.284969081279402
3342__WILDTYPE_SNP_INDIV	3.2654481756208	0.0707536866911415	0.14295729868666	1	26	5	4	0.267221611957435
1277__WILDTYPE_SNP_INDIV	7.34074593003743	0.00674088619436945	0.0210368175650257	1	26	5	4	0.329379598744363
1698__WILDTYPE_SNP_INDIV	11.7798019463021	0.00059876854553593	0.00277500639329381	1	26	5	4	0.40947988760618
1288__WILDTYPE_SNP_INDIV	2.55256441635538	0.110115394296639	0.203075435529412	1	26	5	4	-0.156456879034593
3963__WILDTYPE_SNP_INDIV	0.305105367031956	0.580699375522953	0.699809728877461	1	26	5	4	0.0491899805624039
3606__WILDTYPE_SNP_INDIV	2.03177928033665	0.154040177123633	0.26280336927802	1	26	5	4	-0.156461808718564
4469__WILDTYPE_SNP_INDIV	5.30478638324348	0.0212669074072661	0.0544532535958022	1	26	5	4	-0.268665580011538
2758__WILDTYPE_SNP_INDIV	1.59243931636888	0.20697796949934	0.327646943812196	1	17	5	4	-0.275570754108901
2353__WILDTYPE_SNP_INDIV	1.00613761506338	0.315829928319962	0.452013053834795	1	26	5	4	0.103573750622212
853__WILDTYPE_SNP_INDIV	0.0246696314616202	0.875193076111634	0.921125089612204	1	26	5	4	-0.0121627812369593
4218__WILDTYPE_SNP_INDIV	0.345854836203785	0.556469038504576	0.68115668016529	1	19	5	4	-0.138853698415706
3529__WILDTYPE_SNP_INDIV	9.54316593577369	0.00200695267019812	0.00767947016956384	1	26	5	4	0.428925803811052
1827__WILDTYPE_SNP_INDIV	0.100119534169608	0.751686235512568	0.832552241937605	1	26	5	4	0.0405904405385238
4529__WILDTYPE_SNP_INDIV	4.76959112331087	0.0289667043652128	0.0697115579264961	1	26	5	4	0.230802549627733
1200__WILDTYPE_SNP_INDIV	15.606599535959	7.79819410031881e-05	0.000502387678902576	1	26	5	4	0.273004684896083
1367__WILDTYPE_SNP_INDIV	1.47864309638817	0.223986943185923	0.348037907840785	1	26	5	4	0.129483699191028
1525__WILDTYPE_SNP_INDIV	1.9338957842765	0.164332855984239	0.275473912054501	1	25	5	4	0.205313674402874
3439__WILDTYPE_SNP_INDIV	2.03624368781493	0.153588511066059	0.262218964185961	1	26	5	4	-0.143965643074565
3786__WILDTYPE_SNP_INDIV	0.14025853879366	0.708024124938853	0.799214978042085	1	24	5	4	0.062060161041652
1828__WILDTYPE_SNP_INDIV	2.12454444594414	0.144955873611822	0.25059637718648	1	24	5	4	0.177672552497911
3406__WILDTYPE_SNP_INDIV	6.0402768816075	0.0139830910183124	0.0382921569424555	1	26	5	4	-0.203451416213565
1051__WILDTYPE_SNP_INDIV	0.0442217913946479	0.833441511667116	0.893312045047532	1	25	5	4	0.0251773936934768
3188__WILDTYPE_SNP_INDIV	11.6113670132081	0.000655499548956001	0.00299746035421745	1	26	5	4	0.279215468701038
315__WILDTYPE_SNP_INDIV	4.00169337397847	0.0454545746288757	0.100623991555217	1	26	5	4	-0.220159938814679
3745__WILDTYPE_SNP_INDIV	0.442584050793187	0.505877873808917	0.634483983798605	1	7	5	4	0.242888060671142
3683__WILDTYPE_SNP_INDIV	5.2441161265765	0.0220211125348041	0.055890260919827	1	26	5	4	-0.244597785304789
1668__WILDTYPE_SNP_INDIV	19.0778732987687	1.25491420305133e-05	0.000106368918163399	1	26	5	4	0.443848675725782
292__WILDTYPE_SNP_INDIV	0.481897440907687	0.48756410864741	0.617778303759413	1	26	5	4	-0.0589751519843399
421__WILDTYPE_SNP_INDIV	1.64985445736193	0.198978741379447	0.317810512153414	1	26	5	4	-0.18823448147591
3033__WILDTYPE_SNP_INDIV	7.85348305855041	0.0050722892607327	0.0166512446633069	1	26	5	4	0.356948721798523
1523__WILDTYPE_SNP_INDIV	11.4045229667811	0.00073265511324452	0.00329694800960034	1	22	5	4	0.491859745749973
1017__WILDTYPE_SNP_INDIV	50.8328093909545	1.00578323596504e-12	4.98329302272988e-11	1	26	5	4	-0.747351568499773
3911__WILDTYPE_SNP_INDIV	8.16426329198248	0.0042723824311801	0.014368838323479	1	26	5	4	0.229680586032893
2029__WILDTYPE_SNP_INDIV	16.9033959242756	3.93311546410395e-05	0.000282127655529606	1	25	5	4	0.429102740648296
1573__WILDTYPE_SNP_INDIV	1.08182068945371	0.298290612146436	0.433500055027448	1	26	5	4	0.104258519804726
2291__WILDTYPE_SNP_INDIV	0.961510904612851	0.326806499822596	0.463178966742303	1	16	5	4	-0.214111423419011
473__WILDTYPE_SNP_INDIV	13.3607632319226	0.000256943717378946	0.00137207945080357	1	26	5	4	0.366233210538326
3228__WILDTYPE_SNP_INDIV	16.9110391317845	3.91731047116332e-05	0.000281413962995679	1	26	5	4	0.427159433184287
1863__WILDTYPE_SNP_INDIV	2.46904012981531	0.116108811613158	0.210971247112603	1	26	5	4	-0.187454765403405
3279__WILDTYPE_SNP_INDIV	14.9441034465999	0.000110743620099248	0.000669213471625451	1	25	5	4	0.449426836431094
594__WILDTYPE_SNP_INDIV	7.0524769827457	0.0079155718759349	0.0241078824054139	1	26	5	4	-0.202149817025123
1676__WILDTYPE_SNP_INDIV	10.6661689965779	0.00109112871059485	0.0045838851251039	1	22	5	4	0.708001079085331
3930__WILDTYPE_SNP_INDIV	18.1806748588297	2.00907136906472e-05	0.000156239433652509	1	26	5	4	0.444390839219253
2192__WILDTYPE_SNP_INDIV	3.20035110642129	0.0736224630041131	0.147675107344644	1	25	5	4	0.233769002936545
119__WILDTYPE_SNP_INDIV	0.0103347100161386	0.919026730933741	0.947839407491148	1	11	5	4	-0.0347954683305629
4401__WILDTYPE_SNP_INDIV	7.15501412928552	0.00747547059983307	0.0230154463182561	1	26	5	4	-0.362570475718942
534__WILDTYPE_SNP_INDIV	16.7302795894093	4.30877909959592e-05	0.000301298626724332	1	26	5	4	0.505649156630934
1139__WILDTYPE_SNP_INDIV	2.66105702580808	0.102832377153154	0.192225750524333	1	26	5	4	0.141892418593369
2745__WILDTYPE_SNP_INDIV	0.380442286162406	0.537366627306423	0.665100183063268	1	24	5	4	0.0995349532344169
1720__WILDTYPE_SNP_INDIV	3.61559978546893	0.0572400783355652	0.120709002404882	1	26	5	4	-0.300475911185681
2910__WILDTYPE_SNP_INDIV	1.50426041521996	0.220016989368501	0.342755802562405	1	26	5	4	-0.126272020922331
4366__WILDTYPE_SNP_INDIV	4.08304420870013	0.0433155532211173	0.0968704275387109	1	23	5	4	-0.260576564220243
419__WILDTYPE_SNP_INDIV	2.34269969095385	0.1258712440772	0.224800148285033	1	24	5	4	-0.199567526279381
4101__WILDTYPE_SNP_INDIV	8.41343713859351	0.00372457831778268	0.0129150962447789	1	26	5	4	-0.429790475000072
1366__WILDTYPE_SNP_INDIV	11.9761754020815	0.000538850664625029	0.0025431190061733	1	26	5	4	0.396641596392491
2445__WILDTYPE_SNP_INDIV	4.95157318850897	0.0260669381337414	0.0638195133320229	1	26	5	4	0.251288468664312
792__WILDTYPE_SNP_INDIV	1.03873659610008	0.308115488358335	0.443609454507788	1	25	5	4	-0.183763111690668
3809__WILDTYPE_SNP_INDIV	0.522896626220131	0.46960867247051	0.601209184841042	1	8	5	4	-0.363430115193387
2277__WILDTYPE_SNP_INDIV	9.0289056756983	0.00265743520975483	0.00964624895625506	1	25	5	4	0.367557566800401
4581__WILDTYPE_SNP_INDIV	0.861371355747679	0.353355211815408	0.489825540232146	1	20	5	4	-0.16078090879664
1841__WILDTYPE_SNP_INDIV	15.6571193655041	7.59262178086542e-05	0.000493110003768097	1	25	5	4	-0.508276249160533
1054__WILDTYPE_SNP_INDIV	0.483743838952705	0.486731387504204	0.617734059264311	1	26	5	4	-0.080950973091892
2360__WILDTYPE_SNP_INDIV	0.154847524005163	0.693945275437548	0.788227052916521	1	23	5	4	-0.0704972396490664
2199__WILDTYPE_SNP_INDIV	5.29577974178892	0.0213771582986723	0.0546772872716441	1	26	5	4	-0.20590942970305
2598__WILDTYPE_SNP_INDIV	0.148218224856009	0.700243934619617	0.793224192402414	1	26	5	4	-0.0479363479397416
4004__WILDTYPE_SNP_INDIV	0.0948591468848008	0.758088327302636	0.836787437073144	1	26	5	4	0.0456338642193407
1058__WILDTYPE_SNP_INDIV	6.88265344996034	0.00870362559895352	0.0260620714196702	1	26	5	4	-0.269712042349479
1695__WILDTYPE_SNP_INDIV	0.146834573252818	0.701578894810072	0.79392233775776	1	23	5	4	-0.0660291067237029
1090__WILDTYPE_SNP_INDIV	1.4454291103757	0.229262808887871	0.354402399329401	1	19	5	4	-0.219066065626209
4204__WILDTYPE_SNP_INDIV	5.59212208498798	0.0180414264962268	0.0473550495580917	1	26	5	4	-0.31013511531976
4387__WILDTYPE_SNP_INDIV	1.61350887639946	0.203999262835956	0.324518326487203	1	26	5	4	-0.108171454788718
960__WILDTYPE_SNP_INDIV	5.64862670024513	0.0174690477124627	0.0461044718869278	1	24	5	4	-0.286771031591418
3154__WILDTYPE_SNP_INDIV	4.24554856744658	0.0393533540930587	0.0895512404219887	1	26	5	4	0.3458149302537
1467__WILDTYPE_SNP_INDIV	6.46788054352146	0.0109841452191773	0.0313851378854733	1	26	5	4	0.326591068257214
564__WILDTYPE_SNP_INDIV	1.37503518284529	0.240948649961041	0.368672146358728	1	26	5	4	0.099383155504792
269__WILDTYPE_SNP_INDIV	0.00259257487732611	0.959391393081567	0.974394555188083	1	26	5	4	-0.00677992446486339
3416__WILDTYPE_SNP_INDIV	4.55847566781165	0.0327562153095448	0.0770564712568147	1	21	5	4	-0.422704662875168
1144__WILDTYPE_SNP_INDIV	2.43608362246459	0.11857193169885	0.214635293312495	1	26	5	4	-0.159027493312753
123__WILDTYPE_SNP_INDIV	1.6571581091921	0.197987467474449	0.316542837219627	1	26	5	4	0.141224110793571
390__WILDTYPE_SNP_INDIV	0.46566507997386	0.494988223478201	0.625359971738748	1	14	5	4	0.158654136840248
1646__WILDTYPE_SNP_INDIV	4.5023014930822	0.0338492660502202	0.0792013498721316	1	11	5	4	0.688789630197477
639__WILDTYPE_SNP_INDIV	0.172978706946878	0.677477991715459	0.774306594098573	1	26	5	4	0.0550336147529072
3701__WILDTYPE_SNP_INDIV	0.294538101857142	0.587326977049713	0.706026376113287	1	22	5	4	0.0773636306006755
3355__WILDTYPE_SNP_INDIV	11.5175762273773	0.000689412205168683	0.00312282286337483	1	26	5	4	-0.43616311325894
2637__WILDTYPE_SNP_INDIV	8.70711557818504	0.00316970344673963	0.011275791831999	1	22	5	4	-0.444290839770796
3630__WILDTYPE_SNP_INDIV	0.014144575362252	0.905330046251139	0.940963711566388	1	25	5	4	0.01913961217934
300__WILDTYPE_SNP_INDIV	13.4578553707893	0.000243982489997791	0.00131750544598807	1	26	5	4	0.406734957216843
4287__WILDTYPE_SNP_INDIV	16.8965847621407	3.94725392118586e-05	0.000282719856113551	1	26	5	4	0.41149997493908
3781__WILDTYPE_SNP_INDIV	22.6625083063186	1.93099054536457e-06	2.08079384776281e-05	1	26	5	4	0.582751572221311
2124__WILDTYPE_SNP_INDIV	1.28457491106269	0.257050137788117	0.387510339463517	1	23	5	4	0.185557563081291
952__WILDTYPE_SNP_INDIV	0.84043251314688	0.359273101150108	0.495989850059837	1	26	5	4	-0.0821519002756905
2102__WILDTYPE_SNP_INDIV	5.72271752667848	0.0167467912096844	0.0444178137713814	1	26	5	4	0.285300710777699
3919__WILDTYPE_SNP_INDIV	4.07718239871065	0.0434660823691918	0.0971618566820166	1	24	5	4	-0.283895462279038
1862__WILDTYPE_SNP_INDIV	2.53470426457488	0.111367750695569	0.204913250322705	1	26	5	4	-0.140858514038938
1849__WILDTYPE_SNP_INDIV	2.28357965143141	0.130749788960877	0.231619419736813	1	26	5	4	-0.183946198441439
2050__WILDTYPE_SNP_INDIV	2.17838272001643	0.139961470230607	0.243539039076139	1	21	5	4	-0.277393621253069
3601__WILDTYPE_SNP_INDIV	0.258532220496818	0.611130336755994	0.724313785067647	1	24	5	4	0.0612644528642047
2589__WILDTYPE_SNP_INDIV	0.0307998217549539	0.860687729382299	0.9113809222125	1	25	5	4	0.0208533678190946
570__WILDTYPE_SNP_INDIV	6.42312333018117	0.0112643879133468	0.0320857936496892	1	26	5	4	0.271456405314177
